,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
13655,210000,2,1,2,26,0,-1,-1,-1,-1,-1,10401.0,18480.0,330.0,330.0,330.0,330.0,18480.0,330.0,330.0,330.0,330.0,480.0,0
13656,50000,2,2,1,27,0,0,0,0,0,0,40491.0,41522.0,42725.0,40802.0,42422.0,47912.0,2003.0,2206.0,3000.0,3000.0,8000.0,0.0,0
13657,30000,2,1,2,27,0,0,0,0,0,0,26951.0,27726.0,28561.0,18030.0,11467.0,12681.0,2000.0,1682.0,1500.0,1000.0,1408.0,800.0,0
13658,150000,2,2,2,27,0,0,0,0,0,0,140947.0,121059.0,95250.0,55070.0,44425.0,7582.0,5000.0,3709.0,1101.0,2000.0,152.0,70181.0,0
13659,300000,2,3,2,27,0,0,0,0,0,0,105786.0,113850.0,116918.0,119929.0,122914.0,125910.0,9000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0
13660,30000,2,2,1,27,2,2,2,2,4,3,25557.0,26648.0,27536.0,28203.0,29048.0,29903.0,1800.0,1600.0,1400.0,1600.0,1600.0,1600.0,1
13661,50000,2,2,2,27,0,0,0,0,0,0,48492.0,48356.0,32904.0,28864.0,29708.0,29921.0,1600.0,1715.0,2000.0,3010.0,2000.0,1100.0,0
13662,80000,2,1,2,26,0,0,0,0,0,0,78025.0,80224.0,81619.0,80030.0,79434.0,81348.0,3500.0,3300.0,3100.0,2900.0,3200.0,3100.0,0
13663,80000,2,2,1,26,0,0,-2,-2,-2,-2,13465.0,20577.0,10424.0,4898.0,847.0,1342.0,20587.0,10759.0,4995.0,847.0,1344.0,4774.0,0
13664,60000,2,2,2,26,1,-2,-2,-1,-1,0,-25.0,-25.0,-25.0,1901.0,38746.0,39178.0,0.0,0.0,2306.0,40367.0,1416.0,1419.0,0
13665,200000,2,1,1,27,-2,-2,-2,-2,-2,-2,-3.0,-3.0,-3.0,360.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0
13666,280000,2,2,2,31,0,0,0,0,0,0,147646.0,150703.0,156784.0,156230.0,159123.0,163152.0,7001.0,10000.0,6000.0,5200.0,6000.0,5400.0,0
13667,50000,2,2,2,24,0,0,0,2,0,0,47608.0,48933.0,51415.0,48977.0,10082.0,9936.0,2118.0,3600.0,7.0,345.0,1000.0,400.0,0
13668,80000,2,2,2,24,2,2,2,2,2,2,22453.0,23787.0,23124.0,26700.0,27064.0,27685.0,2000.0,0.0,4300.0,1100.0,1200.0,0.0,1
13669,50000,2,2,2,23,0,0,0,0,-2,-2,33243.0,16290.0,12594.0,0.0,0.0,0.0,2000.0,2010.0,0.0,0.0,0.0,0.0,0
13670,20000,2,3,1,27,3,2,0,0,0,0,16004.0,15450.0,16892.0,17396.0,14017.0,0.0,0.0,1696.0,1200.0,22.0,0.0,0.0,1
13671,110000,2,2,2,28,0,0,0,0,0,0,106202.0,105080.0,107420.0,107325.0,108545.0,105341.0,5300.0,5540.0,5361.0,4500.0,4000.0,4500.0,0
13672,50000,2,1,2,28,0,0,-2,-2,-2,-2,31392.0,-288.0,-144.0,-144.0,-144.0,6.0,0.0,0.0,0.0,144.0,150.0,0.0,0
13673,130000,2,2,2,25,2,-1,-1,-1,-1,-1,836.0,668.0,1017.0,1298.0,550.0,-286.0,668.0,1200.0,1300.0,964.0,1698.0,60549.0,1
13674,50000,2,3,2,25,0,0,2,2,2,0,41641.0,44434.0,45916.0,46566.0,45516.0,46484.0,3500.0,2500.0,1700.0,0.0,1700.0,3900.0,1
13675,50000,2,2,2,25,2,2,2,2,2,2,33586.0,34636.0,35683.0,36200.0,36808.0,37671.0,1900.0,1900.0,1400.0,1500.0,1600.0,1500.0,1
13676,130000,2,2,2,26,0,0,0,0,0,0,187600.0,185945.0,183828.0,164667.0,132746.0,57989.0,6074.0,6037.0,4646.0,4230.0,1941.0,2151.0,0
13677,80000,2,2,1,26,0,0,2,4,3,2,32183.0,34454.0,39559.0,38640.0,37721.0,39965.0,2820.0,6000.0,0.0,0.0,3000.0,0.0,1
13678,500000,2,1,2,28,0,-1,-1,-1,-1,0,6618.0,8984.0,9558.0,7426.0,11130.0,15382.0,8984.0,9570.0,7432.0,11130.0,10000.0,22212.0,0
13679,160000,2,1,2,27,0,0,0,0,0,0,124573.0,122730.0,125319.0,125283.0,124170.0,125140.0,5800.0,5900.0,5900.0,4300.0,4600.0,4400.0,0
13680,150000,2,2,1,27,-2,-2,-2,-2,-2,-2,5560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13681,60000,2,2,2,27,0,0,2,0,0,0,45373.0,49363.0,48308.0,51616.0,56416.0,21680.0,4747.0,0.0,5000.0,5000.0,0.0,23999.0,0
13682,50000,2,1,2,27,1,2,2,2,2,2,19096.0,18492.0,21186.0,22538.0,22274.0,22767.0,0.0,3000.0,2000.0,400.0,1000.0,0.0,0
13683,10000,2,1,1,27,0,-1,-1,0,0,-1,6031.0,836.0,2032.0,2150.0,1490.0,390.0,836.0,2032.0,1000.0,1000.0,390.0,1632.0,0
13684,140000,2,1,2,28,0,0,0,0,0,0,9598.0,10631.0,11349.0,12661.0,12606.0,12869.0,1500.0,1195.0,1507.0,452.0,467.0,470.0,0
13685,260000,2,1,2,28,0,0,0,0,0,0,85666.0,92286.0,93742.0,93369.0,82476.0,73789.0,10005.0,4026.0,3481.0,141.0,20074.0,60308.0,0
13686,30000,2,3,1,26,3,2,2,2,2,2,8893.0,8601.0,10862.0,11485.0,11006.0,12270.0,0.0,2405.0,1100.0,0.0,1600.0,0.0,1
13687,230000,2,2,2,27,-2,-2,-2,-2,-2,-2,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,0
13688,90000,2,2,1,28,0,0,0,0,0,0,59694.0,55282.0,60630.0,58919.0,47850.0,48034.0,2852.0,15678.0,7763.0,1686.0,1735.0,1518.0,0
13689,210000,2,2,1,27,2,2,2,0,0,0,170646.0,174134.0,167095.0,161573.0,122362.0,116243.0,7800.0,16.0,6800.0,3800.0,5134.0,4000.0,1
13690,100000,2,2,2,30,0,0,0,0,0,0,85841.0,74564.0,78351.0,79030.0,56016.0,36210.0,4000.0,5000.0,3006.0,2023.0,3000.0,1500.0,0
13691,20000,2,3,1,30,0,0,0,-2,-1,0,12304.0,17000.0,0.0,0.0,700.0,700.0,5170.0,0.0,0.0,700.0,0.0,0.0,0
13692,20000,2,3,2,27,0,0,0,0,0,0,20288.0,20293.0,20196.0,19777.0,20130.0,19350.0,1500.0,1400.0,2000.0,3000.0,1000.0,1000.0,0
13693,150000,2,3,2,28,-1,0,0,0,0,0,35199.0,36206.0,36343.0,45180.0,45694.0,45694.0,1588.0,1971.0,20000.0,914.0,0.0,1746.0,0
13694,180000,2,1,2,29,-1,0,0,0,2,0,10265.0,11288.0,13093.0,14874.0,14339.0,19068.0,1200.0,2000.0,2000.0,0.0,5000.0,5000.0,0
13695,20000,2,1,2,26,0,0,0,0,0,0,17921.0,18362.0,19669.0,16479.0,16694.0,17334.0,1333.0,1640.0,1506.0,721.0,1000.0,1000.0,0
13696,50000,2,3,2,26,0,0,0,0,0,0,46879.0,48368.0,49284.0,7002.0,6991.0,7137.0,2569.0,2485.0,1203.0,192.0,199.0,163.0,0
13697,50000,2,3,2,26,0,0,0,0,0,0,35988.0,26708.0,25230.0,26999.0,27748.0,28351.0,1700.0,2000.0,3000.0,1500.0,1200.0,1136.0,0
13698,100000,2,2,2,26,0,0,0,0,2,0,6631.0,7643.0,8975.0,11032.0,10561.0,10779.0,1130.0,1462.0,2519.0,0.0,537.0,538.0,0
13699,10000,2,2,2,27,1,2,0,0,0,0,5150.0,4922.0,5941.0,6984.0,7120.0,7267.0,0.0,1257.0,1300.0,400.0,410.0,420.0,0
13700,90000,2,1,2,27,0,0,0,0,0,0,85822.0,83206.0,74030.0,70198.0,71330.0,65479.0,3327.0,3471.0,3199.0,2964.0,2718.0,2087.0,0
13701,120000,2,1,2,29,-1,-1,-1,-1,-1,-1,1914.0,573.0,214.0,4479.0,980.0,690.0,573.0,219.0,4484.0,980.0,690.0,0.0,0
13702,180000,2,1,2,29,-1,-1,-1,-1,-1,-1,9418.0,-897.0,2331.0,3596.0,3125.0,2702.0,0.0,5028.0,6411.0,3155.0,2702.0,10909.0,0
13703,250000,2,2,2,31,-2,-2,-2,-2,-1,2,1242.0,0.0,0.0,0.0,3394.0,3244.0,0.0,0.0,0.0,3394.0,0.0,37895.0,0
13704,140000,2,2,1,29,0,0,0,0,0,0,100064.0,95224.0,104440.0,88467.0,71519.0,63150.0,6029.0,30000.0,7981.0,3000.0,3000.0,3000.0,0
13705,50000,2,1,2,28,-1,-1,-1,-1,0,0,390.0,390.0,390.0,39685.0,40109.0,41303.0,390.0,780.0,39685.0,1337.0,5000.0,4696.0,1
13706,150000,2,1,2,28,2,2,2,0,0,0,145096.0,147384.0,143225.0,147115.0,145015.0,110635.0,5000.0,0.0,6000.0,0.0,3000.0,23747.0,1
13707,160000,2,1,2,28,0,-1,-1,-2,-2,-2,4122.0,1770.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0
13708,130000,2,3,1,28,0,0,0,0,0,0,29974.0,28037.0,37414.0,42816.0,43089.0,37101.0,5026.0,15430.0,12015.0,8020.0,1060.0,5017.0,0
13709,340000,2,2,1,26,0,0,0,0,0,0,95878.0,97594.0,99835.0,102801.0,106263.0,98797.0,4500.0,5000.0,6000.0,7000.0,6000.0,30000.0,0
13710,260000,2,2,2,26,0,0,0,0,0,0,16150.0,17880.0,22248.0,26842.0,35997.0,55272.0,2000.0,5000.0,5000.0,10000.0,20000.0,15000.0,0
13711,110000,2,1,2,26,0,0,0,0,0,0,38920.0,28276.0,25171.0,26200.0,26567.0,26990.0,1700.0,1800.0,1750.0,1100.0,1000.0,1000.0,0
13712,60000,2,2,1,28,2,2,0,0,2,0,17942.0,17361.0,18081.0,20108.0,19487.0,35160.0,0.0,1304.0,2331.0,0.0,16000.0,2000.0,1
13713,80000,2,1,2,29,2,2,2,2,2,0,54313.0,57988.0,59271.0,60013.0,58453.0,60155.0,4600.0,2800.0,2300.0,0.0,2800.0,6300.0,0
13714,150000,2,2,1,31,2,0,0,0,0,0,101425.0,104014.0,108229.0,109374.0,111279.0,125353.0,3872.0,5500.0,4005.0,3241.0,15500.0,4000.0,0
13715,200000,2,5,2,29,-1,-1,-1,0,-1,0,9383.0,37303.0,21244.0,7422.0,27761.0,21715.0,37465.0,21321.0,1200.0,27761.0,5548.0,30966.0,0
13716,110000,2,1,2,29,-1,-1,-1,-1,-1,-1,316.0,31895.0,316.0,316.0,316.0,31775.0,31895.0,316.0,316.0,316.0,31775.0,1152.0,1
13717,450000,2,2,2,29,0,0,0,0,0,0,371724.0,359672.0,56033.0,31126.0,18345.0,12836.0,10000.0,1500.0,2109.0,5000.0,1000.0,3020.0,0
13718,30000,2,1,1,28,0,0,0,0,0,0,30497.0,30665.0,30945.0,31070.0,30969.0,30620.0,1800.0,1900.0,1776.0,1500.0,1100.0,2504.0,0
13719,160000,2,2,2,29,-1,-1,-1,-1,-1,-1,1194.0,2108.0,1086.0,1874.0,2920.0,0.0,2108.0,1086.0,1874.0,2920.0,0.0,1222.0,0
13720,140000,2,1,2,29,0,0,0,0,0,0,51822.0,52960.0,57088.0,62868.0,65284.0,69663.0,2000.0,5000.0,6500.0,3000.0,5000.0,5000.0,0
13721,50000,2,1,2,28,-1,-1,-1,-1,-1,-1,5953.0,1044.0,2450.0,248.0,198.0,0.0,1044.0,2450.0,248.0,198.0,0.0,2890.0,0
13722,390000,2,1,2,27,2,2,0,0,0,2,393415.0,379486.0,375899.0,374302.0,395430.0,384825.0,0.0,16000.0,15000.0,29000.0,0.0,12000.0,1
13723,300000,2,2,1,28,-1,-1,-1,-1,-2,-2,16666.0,1000.0,16666.0,0.0,0.0,0.0,1000.0,16666.0,0.0,0.0,0.0,0.0,0
13724,50000,2,2,2,29,2,2,2,2,2,0,43629.0,46376.0,45354.0,49086.0,48027.0,49037.0,3790.0,0.0,4500.0,0.0,1751.0,1736.0,1
13725,70000,1,2,2,29,-2,-2,-2,-2,-2,-2,-8187.0,-17810.0,-595.0,7462.0,9390.0,5183.0,0.0,100104.0,10000.0,15000.0,10000.0,20000.0,0
13726,170000,2,2,2,28,0,0,0,2,0,0,44996.0,46045.0,48989.0,47900.0,51088.0,54256.0,2100.0,4000.0,0.0,4000.0,4000.0,4000.0,0
13727,160000,2,3,1,45,-1,-1,-2,-2,-1,0,227.0,-385.0,-379.0,-1464.0,2110.0,1462.0,280.0,6.0,75.0,3574.0,5.0,246.0,0
13728,200000,2,1,2,25,-1,-1,-1,-1,-1,-1,8926.0,700.0,610.0,5130.0,12050.0,4970.0,700.0,610.0,5130.0,12050.0,4970.0,8888.0,0
13729,20000,2,2,2,26,0,0,0,0,0,0,15700.0,16734.0,17549.0,17702.0,10400.0,0.0,1600.0,1400.0,1171.0,600.0,0.0,0.0,0
13730,50000,2,2,1,30,0,0,0,2,0,-1,31079.0,30036.0,6845.0,4364.0,2185.0,2162.0,2280.0,2300.0,0.0,44.0,2200.0,3000.0,0
13731,360000,2,3,2,30,-1,2,2,-1,-1,-1,780.0,780.0,390.0,3115.0,8069.0,390.0,390.0,0.0,3115.0,8069.0,390.0,5716.0,0
13732,20000,2,2,2,22,0,0,0,0,0,0,15513.0,17908.0,18652.0,19156.0,19206.0,19948.0,3000.0,1666.0,1500.0,592.0,1284.0,0.0,0
13733,30000,2,2,2,23,0,0,2,2,2,2,18497.0,21016.0,22178.0,21529.0,23863.0,22357.0,3153.0,1800.0,0.0,3000.0,0.0,4255.0,0
13734,20000,2,2,1,22,0,0,0,0,0,0,16366.0,17385.0,18142.0,17245.0,17657.0,18370.0,1600.0,1600.0,1600.0,1000.0,1000.0,1000.0,0
13735,70000,2,2,2,25,0,0,0,0,0,0,69455.0,70300.0,70737.0,70324.0,55291.0,56648.0,2600.0,2620.0,2641.0,2000.0,2250.0,2100.0,0
13736,20000,2,1,2,26,1,2,0,0,0,0,17040.0,16474.0,17203.0,18411.0,18929.0,19171.0,0.0,1300.0,1500.0,824.0,696.0,1011.0,0
13737,20000,2,2,2,22,0,0,0,2,0,0,9848.0,11192.0,15677.0,15133.0,15582.0,16677.0,1515.0,5000.0,0.0,1000.0,1500.0,0.0,0
13738,170000,2,2,2,23,0,-1,0,0,0,0,8806.0,32192.0,32555.0,32292.0,32372.0,31202.0,32192.0,1608.0,2301.0,2379.0,2202.0,2688.0,0
13739,180000,2,3,2,32,0,0,0,0,0,0,183512.0,172194.0,176105.0,171475.0,134590.0,133146.0,7700.0,8254.0,9600.0,4712.0,4995.0,5000.0,0
13740,50000,2,2,1,27,0,0,0,0,0,0,50544.0,50792.0,50480.0,50372.0,50993.0,7957.0,2300.0,2000.0,2000.0,2500.0,289.0,1000.0,0
13741,100000,2,1,1,39,2,2,2,2,2,2,94732.0,97284.0,99542.0,99898.0,99786.0,97670.0,5000.0,4700.0,2950.0,3100.0,5.0,6170.0,1
13742,10000,2,2,3,46,3,2,2,2,2,4,5997.0,5753.0,9629.0,9328.0,11411.0,10652.0,0.0,4000.0,0.0,2395.0,0.0,0.0,1
13743,50000,2,2,2,35,0,0,0,0,0,0,48818.0,49796.0,50892.0,50769.0,48813.0,49874.0,2200.0,2200.0,1800.0,1900.0,2000.0,2000.0,0
13744,80000,2,2,1,35,2,2,2,0,0,2,22001.0,23339.0,22677.0,23692.0,25406.0,26050.0,2000.0,0.0,1395.0,2109.0,1196.0,0.0,1
13745,40000,2,3,1,39,2,2,2,2,2,2,22241.0,23273.0,24204.0,24510.0,24811.0,24274.0,1700.0,1600.0,1000.0,1000.0,0.0,2000.0,1
13746,170000,2,3,1,40,0,0,0,0,0,0,69602.0,61493.0,58298.0,60343.0,61176.0,62092.0,2128.0,2729.0,4000.0,2169.0,2241.0,2258.0,0
13747,50000,2,3,2,49,0,0,0,0,0,0,101590.0,50696.0,49894.0,49453.0,29824.0,29319.0,1800.0,1991.0,1670.0,1036.0,1050.0,1118.0,0
13748,10000,2,2,1,41,3,2,2,7,7,7,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13749,70000,2,3,1,34,1,2,0,0,0,0,76023.0,73213.0,68034.0,68602.0,30252.0,47363.0,0.0,3000.0,3000.0,1508.0,20000.0,2500.0,0
13750,120000,2,2,2,36,0,0,0,0,0,2,3225.0,4592.0,5975.0,5409.0,5940.0,1770.0,3232.0,4615.0,4170.0,1770.0,0.0,7978.0,0
13751,50000,2,2,1,36,2,2,4,3,2,2,44897.0,50039.0,48981.0,47897.0,48811.0,48058.0,6200.0,0.0,0.0,2000.0,160.0,3525.0,1
13752,110000,2,2,2,34,0,0,2,0,0,0,10827.0,11657.0,8428.0,9440.0,11863.0,10620.0,2500.0,0.0,1200.0,4000.0,500.0,500.0,0
13753,50000,2,2,1,37,1,2,0,0,0,0,51377.0,50253.0,50047.0,43142.0,10677.0,10105.0,0.0,2424.0,2355.0,363.0,361.0,393.0,0
13754,360000,2,1,2,31,3,2,2,2,2,2,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13755,20000,2,2,1,38,3,4,3,2,2,2,18666.0,18087.0,17517.0,16930.0,18043.0,17156.0,0.0,0.0,0.0,1381.0,0.0,1600.0,1
13756,180000,2,1,1,42,0,0,0,0,0,0,79216.0,80905.0,82708.0,84433.0,86134.0,88251.0,3000.0,3100.0,3100.0,3100.0,3500.0,8400.0,1
13757,100000,2,2,1,37,0,0,0,0,0,0,100253.0,101587.0,100095.0,98569.0,99534.0,100013.0,4500.0,4500.0,5000.0,4000.0,3500.0,3627.0,0
13758,20000,2,3,1,37,1,2,0,0,2,0,15829.0,15283.0,16429.0,19764.0,19140.0,6420.0,0.0,1700.0,4000.0,0.0,1000.0,0.0,1
13759,150000,2,3,1,39,2,2,2,0,0,0,151664.0,153994.0,147038.0,122498.0,75782.0,71306.0,6300.0,0.0,5000.0,3000.0,3000.0,3000.0,0
13760,60000,2,2,1,27,0,0,0,0,0,-1,40831.0,34613.0,28178.0,23199.0,572.0,27425.0,1617.0,1616.0,1008.0,1036.0,28848.0,1100.0,0
13761,60000,2,3,1,47,2,3,2,2,2,2,20347.0,19727.0,20909.0,21168.0,21520.0,21805.0,0.0,1800.0,900.0,1000.0,774.0,0.0,1
13762,20000,2,3,1,43,2,0,0,0,0,0,18310.0,18739.0,19411.0,20209.0,19880.0,4341.0,1300.0,1500.0,1257.0,456.0,149.0,191.0,1
13763,280000,2,2,1,37,0,0,0,-2,-2,-2,198823.0,206000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0
13764,130000,2,3,2,36,0,0,0,0,0,0,127544.0,126771.0,124824.0,123174.0,100585.0,97687.0,5963.0,6316.0,4845.0,3471.0,3673.0,3590.0,0
13765,70000,2,3,1,34,0,0,0,0,0,0,43071.0,47338.0,51424.0,45121.0,5515.0,10424.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0
13766,240000,2,2,1,46,0,0,0,0,-2,-2,177221.0,169897.0,166064.0,0.0,0.0,0.0,7053.0,6520.0,0.0,0.0,0.0,0.0,1
13767,310000,2,2,2,31,2,0,0,0,2,2,137171.0,141486.0,144515.0,154587.0,156565.0,153965.0,6600.0,6800.0,14000.0,6000.0,0.0,5800.0,1
13768,20000,2,3,2,33,0,0,0,0,0,0,20023.0,20239.0,19164.0,19393.0,19725.0,20054.0,1300.0,1400.0,1300.0,1000.0,1000.0,1000.0,0
13769,50000,2,2,1,37,0,0,0,0,0,-2,29969.0,17791.0,12592.0,5022.0,780.0,390.0,1281.0,1099.0,1009.0,10000.0,0.0,17458.0,0
13770,50000,2,3,2,33,1,2,2,2,0,0,25922.0,25154.0,16820.0,15860.0,16179.0,16915.0,55.0,4500.0,800.0,582.0,1000.0,634.0,0
13771,130000,2,2,1,34,0,0,0,0,0,0,99891.0,101032.0,104705.0,105478.0,107725.0,109994.0,3700.0,5300.0,4000.0,4000.0,4000.0,6100.0,0
13772,160000,2,3,2,32,0,0,0,0,0,0,56099.0,41085.0,35673.0,28880.0,27678.0,25518.0,3000.0,3030.0,2000.0,5000.0,4000.0,3018.0,0
13773,20000,2,3,1,32,0,0,2,0,0,0,17930.0,20305.0,19308.0,20296.0,20302.0,20189.0,3000.0,0.0,1318.0,714.0,981.0,400.0,0
13774,150000,2,1,2,33,0,0,0,0,0,0,1911.0,3079.0,4057.0,1920.0,1920.0,0.0,1189.0,1167.0,1000.0,0.0,0.0,0.0,1
13775,90000,2,1,2,32,-1,-1,-1,-1,-1,-1,1560.0,23153.0,835.0,5225.0,736.0,736.0,23153.0,17395.0,5225.0,736.0,736.0,886.0,0
13776,400000,2,1,1,33,-2,-2,-2,-2,-2,-2,-4.0,1054.0,1420.0,-20.0,-20.0,-20.0,1058.0,1427.0,0.0,0.0,0.0,0.0,0
13777,70000,2,2,1,34,0,0,0,0,0,0,66946.0,67741.0,68790.0,68523.0,29163.0,29247.0,3007.0,3248.0,2661.0,1135.0,1160.0,1169.0,0
13778,50000,2,2,1,34,2,2,2,2,2,2,43664.0,44654.0,45650.0,46320.0,45290.0,48322.0,2000.0,2000.0,1700.0,0.0,3760.0,1700.0,0
13779,30000,2,2,1,35,1,-2,-1,0,-1,0,0.0,0.0,12403.0,17849.0,4935.0,6491.0,0.0,12403.0,8359.0,4935.0,3000.0,1000.0,0
13780,130000,2,3,1,37,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13781,80000,2,1,1,41,0,0,0,0,0,0,73863.0,74970.0,75285.0,73654.0,75642.0,80984.0,3300.0,3300.0,3000.0,3500.0,9050.0,0.0,0
13782,360000,2,1,1,41,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13783,120000,2,3,0,47,-1,0,0,-2,-2,-2,1576.0,3009.0,0.0,0.0,430.0,1520.0,1500.0,0.0,0.0,430.0,1520.0,730.0,0
13784,200000,2,3,1,41,0,0,0,0,0,0,184133.0,187386.0,191098.0,194671.0,177096.0,180388.0,6710.0,7125.0,7333.0,6325.0,6522.0,6569.0,0
13785,150000,2,2,1,38,-2,-2,-2,-2,-2,-2,6829.0,6460.0,17154.0,2729.0,32550.0,8509.0,6719.0,27654.0,2729.0,32550.0,11467.0,6943.0,0
13786,50000,2,2,2,44,0,0,0,0,-1,0,27200.0,10605.0,10355.0,9853.0,2917.0,1473.0,1172.0,1202.0,1000.0,2917.0,29.0,390.0,0
13787,170000,2,3,1,40,1,2,0,0,0,0,179399.0,41265.0,20619.0,19520.0,5200.0,0.0,0.0,2000.0,1136.0,1000.0,0.0,36679.0,1
13788,230000,2,2,1,34,0,-1,-1,-1,-1,-1,205530.0,380.0,380.0,2350.0,103030.0,380.0,380.0,380.0,2350.0,103030.0,380.0,1570.0,0
13789,50000,2,2,2,46,0,0,0,0,0,0,25119.0,26258.0,27199.0,18810.0,18487.0,18874.0,1559.0,1500.0,1400.0,1000.0,684.0,716.0,1
13790,280000,2,1,1,36,0,0,0,0,0,0,157424.0,161596.0,166680.0,170691.0,14988.0,16776.0,6000.0,6500.0,6000.0,1000.0,2000.0,2012.0,0
13791,50000,2,2,1,44,0,0,0,0,-2,-2,13226.0,14470.0,15000.0,0.0,0.0,0.0,1470.0,1000.0,0.0,0.0,0.0,0.0,0
13792,30000,2,3,1,31,2,3,2,2,2,0,30057.0,29280.0,30206.0,30496.0,29731.0,29047.0,0.0,1700.0,1100.0,3.0,1053.0,1303.0,0
13793,360000,2,1,1,32,-2,-2,-2,-2,-1,0,-16.0,3194.0,430.0,1982.0,211250.0,215670.0,3210.0,436.0,1991.0,211250.0,7762.0,7823.0,0
13794,400000,2,2,2,32,-2,-2,-2,-2,-2,-2,6464.0,-270.0,-770.0,-761.0,-2710.0,187552.0,1692.0,0.0,9.0,11.0,194541.0,7015.0,1
13795,80000,2,3,2,33,0,0,0,0,0,0,107044.0,103077.0,98328.0,93376.0,87491.0,80156.0,5000.0,5000.0,5000.0,2000.0,8500.0,3000.0,0
13796,150000,2,2,2,34,0,0,0,0,0,0,18631.0,18831.0,15729.0,11907.0,14103.0,14413.0,3000.0,3000.0,1353.0,5000.0,3000.0,5000.0,0
13797,260000,2,2,1,36,0,0,0,0,0,0,59127.0,60344.0,61641.0,60715.0,57116.0,58318.0,2200.0,2300.0,2200.0,2060.0,2119.0,2293.0,0
13798,110000,2,3,1,39,0,0,0,0,0,0,107441.0,106808.0,75540.0,75724.0,74785.0,76079.0,4023.0,2805.0,3406.0,2670.0,2751.0,2772.0,0
13799,300000,2,2,2,40,-1,-1,-1,-1,-1,-1,10626.0,10578.0,12963.0,989.0,12238.0,0.0,10582.0,13265.0,1087.0,12238.0,0.0,0.0,0
13800,20000,2,2,1,37,2,0,0,2,0,0,16429.0,17450.0,20358.0,19722.0,19616.0,19228.0,1300.0,3200.0,0.0,830.0,750.0,1000.0,1
13801,120000,2,2,1,45,-1,-1,-1,-1,-1,-1,380.0,3175.0,380.0,380.0,2402.0,696.0,3175.0,380.0,380.0,2402.0,696.0,1093.0,0
13802,20000,2,2,2,40,-1,-1,-1,-1,-1,-2,295.0,748.0,-2.0,221.0,0.0,0.0,748.0,0.0,223.0,0.0,0.0,2016.0,0
13803,360000,2,2,2,36,-2,-2,-2,-1,-1,-2,-149.0,-149.0,-4.0,585.0,139.0,0.0,0.0,145.0,744.0,139.0,0.0,0.0,1
13804,150000,2,1,1,41,-1,-1,-1,-1,-1,-1,7939.0,6610.0,6994.0,8102.0,25715.0,11350.0,6629.0,7034.0,8112.0,25715.0,11350.0,12595.0,0
13805,100000,2,1,1,42,2,2,0,0,0,0,99184.0,99340.0,64054.0,59014.0,55249.0,47645.0,3000.0,3039.0,3315.0,3000.0,3000.0,3000.0,1
13806,170000,2,1,1,45,0,0,0,0,0,0,73326.0,68712.0,60324.0,88057.0,89040.0,90716.0,3504.0,3500.0,30000.0,3300.0,3200.0,0.0,0
13807,200000,2,3,2,49,1,-2,-1,-1,-1,-2,0.0,0.0,3614.0,714.0,0.0,0.0,0.0,3614.0,721.0,0.0,0.0,6728.0,1
13808,60000,2,3,1,48,-1,-1,-1,-1,-1,-1,4823.0,5471.0,8422.0,4377.0,3910.0,2431.0,5491.0,9683.0,4377.0,3918.0,2431.0,2120.0,1
13809,80000,2,2,1,29,0,0,0,0,0,0,19578.0,18231.0,17950.0,14699.0,12466.0,11445.0,1620.0,1600.0,1419.0,1000.0,1000.0,1000.0,0
13810,40000,2,3,1,30,1,2,0,0,0,0,40672.0,39724.0,39475.0,39078.0,38339.0,38665.0,9.0,2143.0,1606.0,1500.0,1410.0,1507.0,0
13811,50000,2,1,1,30,1,2,0,0,0,0,49061.0,46783.0,42977.0,36737.0,19865.0,16499.0,1406.0,2000.0,1317.0,700.0,599.0,604.0,1
13812,50000,2,3,2,39,2,2,0,0,2,0,20039.0,19369.0,16586.0,18696.0,18100.0,18475.0,0.0,1280.0,2390.0,0.0,816.0,688.0,1
13813,40000,2,2,1,39,-1,-1,-1,0,0,0,500.0,0.0,18583.0,19353.0,19440.0,20279.0,0.0,18583.0,1460.0,547.0,1000.0,500.0,0
