,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
10956,10957,4/6/2012,2,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,536
10957,10958,4/6/2012,2,1,4,17,0,5,1,1,0.52,0.5,0.23,0.4179,655
10958,10959,4/6/2012,2,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,484
10959,10960,4/6/2012,2,1,4,19,0,5,1,1,0.48,0.4697,0.23,0.2985,412
10960,10961,4/6/2012,2,1,4,20,0,5,1,1,0.46,0.4545,0.24,0.2836,252
10961,10962,4/6/2012,2,1,4,21,0,5,1,1,0.44,0.4394,0.26,0.1343,190
10962,10963,4/6/2012,2,1,4,22,0,5,1,1,0.4,0.4091,0.35,0.2239,158
10963,10964,4/6/2012,2,1,4,23,0,5,1,1,0.42,0.4242,0.3,0.2836,113
10964,10965,4/7/2012,2,1,4,0,0,6,0,1,0.42,0.4242,0.26,0.2985,94
10965,10966,4/7/2012,2,1,4,1,0,6,0,1,0.4,0.4091,0.28,0.2537,69
10966,10967,4/7/2012,2,1,4,2,0,6,0,1,0.36,0.3333,0.29,0.3582,36
10967,10968,4/7/2012,2,1,4,3,0,6,0,1,0.36,0.3333,0.32,0.2537,28
10968,10969,4/7/2012,2,1,4,4,0,6,0,1,0.32,0.3182,0.36,0.1642,7
10969,10970,4/7/2012,2,1,4,5,0,6,0,1,0.32,0.3182,0.33,0.1642,2
10970,10971,4/7/2012,2,1,4,6,0,6,0,1,0.32,0.3182,0.36,0.19399999999999998,19
10971,10972,4/7/2012,2,1,4,7,0,6,0,1,0.32,0.303,0.33,0.2836,54
10972,10973,4/7/2012,2,1,4,8,0,6,0,1,0.34,0.3182,0.34,0.2537,123
10973,10974,4/7/2012,2,1,4,9,0,6,0,1,0.4,0.4091,0.3,0.2537,276
10974,10975,4/7/2012,2,1,4,10,0,6,0,1,0.42,0.4242,0.28,0.2537,363
10975,10976,4/7/2012,2,1,4,11,0,6,0,1,0.44,0.4394,0.24,0.2985,495
10976,10977,4/7/2012,2,1,4,12,0,6,0,1,0.46,0.4545,0.23,0.3881,590
10977,10978,4/7/2012,2,1,4,13,0,6,0,1,0.5,0.4848,0.22,0.19399999999999998,643
10978,10979,4/7/2012,2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,578
10979,10980,4/7/2012,2,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,626
10980,10981,4/7/2012,2,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,615
10981,10982,4/7/2012,2,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,567
10982,10983,4/7/2012,2,1,4,18,0,6,0,1,0.54,0.5152,0.18,0.2985,517
10983,10984,4/7/2012,2,1,4,19,0,6,0,1,0.54,0.5152,0.16,0.3284,413
10984,10985,4/7/2012,2,1,4,20,0,6,0,1,0.5,0.4848,0.2,0.2239,208
10985,10986,4/7/2012,2,1,4,21,0,6,0,1,0.5,0.4848,0.2,0.19399999999999998,234
10986,10987,4/7/2012,2,1,4,22,0,6,0,1,0.48,0.4697,0.2,0.19399999999999998,182
10987,10988,4/7/2012,2,1,4,23,0,6,0,1,0.46,0.4545,0.23,0.2239,118
10988,10989,4/8/2012,2,1,4,0,0,0,0,1,0.44,0.4394,0.24,0.2239,85
10989,10990,4/8/2012,2,1,4,1,0,0,0,1,0.44,0.4394,0.24,0.2239,64
10990,10991,4/8/2012,2,1,4,2,0,0,0,1,0.44,0.4394,0.24,0.2239,32
10991,10992,4/8/2012,2,1,4,3,0,0,0,1,0.42,0.4242,0.26,0.1343,26
10992,10993,4/8/2012,2,1,4,4,0,0,0,1,0.4,0.4091,0.4,0.0,7
10993,10994,4/8/2012,2,1,4,5,0,0,0,1,0.38,0.3939,0.46,0.0,12
10994,10995,4/8/2012,2,1,4,6,0,0,0,1,0.36,0.3788,0.37,0.0,28
10995,10996,4/8/2012,2,1,4,7,0,0,0,1,0.38,0.3939,0.27,0.1642,37
10996,10997,4/8/2012,2,1,4,8,0,0,0,1,0.4,0.4091,0.3,0.19399999999999998,84
10997,10998,4/8/2012,2,1,4,9,0,0,0,1,0.44,0.4394,0.26,0.2239,179
10998,10999,4/8/2012,2,1,4,10,0,0,0,1,0.5,0.4848,0.25,0.2239,299
10999,11000,4/8/2012,2,1,4,11,0,0,0,1,0.5,0.4848,0.25,0.2836,404
11000,11001,4/8/2012,2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537,457
11001,11002,4/8/2012,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,483
11002,11003,4/8/2012,2,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,503
11003,11004,4/8/2012,2,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582,486
11004,11005,4/8/2012,2,1,4,16,0,0,0,1,0.64,0.6061,0.19,0.3284,476
11005,11006,4/8/2012,2,1,4,17,0,0,0,1,0.62,0.6061,0.22,0.2985,411
11006,11007,4/8/2012,2,1,4,18,0,0,0,1,0.62,0.6061,0.25,0.3284,310
11007,11008,4/8/2012,2,1,4,19,0,0,0,1,0.6,0.6061,0.23,0.3881,276
11008,11009,4/8/2012,2,1,4,20,0,0,0,1,0.56,0.5303,0.28,0.4179,211
11009,11010,4/8/2012,2,1,4,21,0,0,0,1,0.52,0.5,0.34,0.2239,130
11010,11011,4/8/2012,2,1,4,22,0,0,0,1,0.5,0.4848,0.36,0.2239,118
11011,11012,4/8/2012,2,1,4,23,0,0,0,1,0.5,0.4848,0.39,0.2537,51
11012,11013,4/9/2012,2,1,4,0,0,1,1,1,0.48,0.4697,0.39,0.2836,37
11013,11014,4/9/2012,2,1,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,16
11014,11015,4/9/2012,2,1,4,2,0,1,1,1,0.46,0.4545,0.31,0.19399999999999998,6
11015,11016,4/9/2012,2,1,4,3,0,1,1,1,0.44,0.4394,0.3,0.1642,3
11016,11017,4/9/2012,2,1,4,4,0,1,1,1,0.44,0.4394,0.24,0.19399999999999998,5
11017,11018,4/9/2012,2,1,4,5,0,1,1,1,0.44,0.4394,0.24,0.19399999999999998,32
11018,11019,4/9/2012,2,1,4,6,0,1,1,1,0.42,0.4242,0.26,0.2239,111
11019,11020,4/9/2012,2,1,4,7,0,1,1,1,0.42,0.4242,0.28,0.19399999999999998,331
11020,11021,4/9/2012,2,1,4,8,0,1,1,1,0.44,0.4394,0.3,0.19399999999999998,617
11021,11022,4/9/2012,2,1,4,9,0,1,1,1,0.46,0.4545,0.31,0.3582,286
11022,11023,4/9/2012,2,1,4,10,0,1,1,1,0.5,0.4848,0.27,0.4925,178
11023,11024,4/9/2012,2,1,4,11,0,1,1,1,0.52,0.5,0.27,0.4179,223
11024,11025,4/9/2012,2,1,4,12,0,1,1,1,0.54,0.5152,0.28,0.7164,280
11025,11026,4/9/2012,2,1,4,13,0,1,1,1,0.54,0.5152,0.28,0.5821,281
11026,11027,4/9/2012,2,1,4,14,0,1,1,1,0.56,0.5303,0.28,0.5522,218
11027,11028,4/9/2012,2,1,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,255
11028,11029,4/9/2012,2,1,4,16,0,1,1,1,0.56,0.5303,0.3,0.4179,391
11029,11030,4/9/2012,2,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,632
11030,11031,4/9/2012,2,1,4,18,0,1,1,1,0.54,0.5152,0.34,0.2985,646
11031,11032,4/9/2012,2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,421
11032,11033,4/9/2012,2,1,4,20,0,1,1,1,0.5,0.4848,0.36,0.4478,276
11033,11034,4/9/2012,2,1,4,21,0,1,1,3,0.48,0.4697,0.41,0.4179,165
11034,11035,4/9/2012,2,1,4,22,0,1,1,2,0.46,0.4545,0.41,0.4925,108
11035,11036,4/9/2012,2,1,4,23,0,1,1,1,0.44,0.4394,0.44,0.2985,67
11036,11037,4/10/2012,2,1,4,0,0,2,1,2,0.44,0.4394,0.47,0.2836,26
11037,11038,4/10/2012,2,1,4,1,0,2,1,1,0.42,0.4242,0.5,0.2239,9
11038,11039,4/10/2012,2,1,4,2,0,2,1,1,0.36,0.3485,0.71,0.1343,2
11039,11040,4/10/2012,2,1,4,3,0,2,1,1,0.36,0.3485,0.71,0.1343,2
11040,11041,4/10/2012,2,1,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343,2
11041,11042,4/10/2012,2,1,4,5,0,2,1,1,0.34,0.3333,0.71,0.1343,24
11042,11043,4/10/2012,2,1,4,6,0,2,1,1,0.34,0.3485,0.71,0.1045,103
11043,11044,4/10/2012,2,1,4,7,0,2,1,1,0.34,0.3485,0.71,0.1045,384
11044,11045,4/10/2012,2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,692
11045,11046,4/10/2012,2,1,4,9,0,2,1,1,0.42,0.4242,0.67,0.19399999999999998,319
11046,11047,4/10/2012,2,1,4,10,0,2,1,1,0.46,0.4545,0.47,0.1642,181
11047,11048,4/10/2012,2,1,4,11,0,2,1,1,0.5,0.4848,0.36,0.0,239
11048,11049,4/10/2012,2,1,4,12,0,2,1,1,0.54,0.5152,0.22,0.2836,259
11049,11050,4/10/2012,2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,283
11050,11051,4/10/2012,2,1,4,14,0,2,1,1,0.54,0.5152,0.24,0.19399999999999998,224
11051,11052,4/10/2012,2,1,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985,203
11052,11053,4/10/2012,2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,362
11053,11054,4/10/2012,2,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,744
11054,11055,4/10/2012,2,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,704
11055,11056,4/10/2012,2,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,479
11056,11057,4/10/2012,2,1,4,20,0,2,1,1,0.46,0.4545,0.28,0.3881,282
11057,11058,4/10/2012,2,1,4,21,0,2,1,1,0.44,0.4394,0.3,0.4478,206
11058,11059,4/10/2012,2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,127
11059,11060,4/10/2012,2,1,4,23,0,2,1,1,0.36,0.3333,0.4,0.4179,62
11060,11061,4/11/2012,2,1,4,0,0,3,1,1,0.34,0.303,0.36,0.4179,30
11061,11062,4/11/2012,2,1,4,1,0,3,1,1,0.34,0.3182,0.39,0.2836,12
11062,11063,4/11/2012,2,1,4,2,0,3,1,1,0.32,0.303,0.45,0.2836,2
11063,11064,4/11/2012,2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,2
11064,11065,4/11/2012,2,1,4,5,0,3,1,1,0.28,0.2727,0.56,0.19399999999999998,27
11065,11066,4/11/2012,2,1,4,6,0,3,1,1,0.28,0.2879,0.56,0.1045,106
11066,11067,4/11/2012,2,1,4,7,0,3,1,1,0.28,0.2879,0.52,0.1343,321
11067,11068,4/11/2012,2,1,4,8,0,3,1,1,0.3,0.2879,0.49,0.2239,595
11068,11069,4/11/2012,2,1,4,9,0,3,1,2,0.32,0.303,0.49,0.2985,302
11069,11070,4/11/2012,2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,153
11070,11071,4/11/2012,2,1,4,11,0,3,1,2,0.38,0.3939,0.43,0.3284,180
11071,11072,4/11/2012,2,1,4,12,0,3,1,2,0.36,0.3333,0.46,0.3881,182
11072,11073,4/11/2012,2,1,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,163
11073,11074,4/11/2012,2,1,4,14,0,3,1,1,0.36,0.3485,0.57,0.19399999999999998,135
11074,11075,4/11/2012,2,1,4,15,0,3,1,3,0.38,0.3939,0.46,0.2239,202
11075,11076,4/11/2012,2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,307
11076,11077,4/11/2012,2,1,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,579
11077,11078,4/11/2012,2,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,585
11078,11079,4/11/2012,2,1,4,19,0,3,1,1,0.4,0.4091,0.4,0.3582,384
11079,11080,4/11/2012,2,1,4,20,0,3,1,1,0.36,0.3333,0.46,0.3284,235
11080,11081,4/11/2012,2,1,4,21,0,3,1,1,0.34,0.303,0.57,0.3881,165
11081,11082,4/11/2012,2,1,4,22,0,3,1,1,0.34,0.303,0.57,0.3284,134
11082,11083,4/11/2012,2,1,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,61
11083,11084,4/12/2012,2,1,4,0,0,4,1,1,0.32,0.303,0.66,0.2836,23
11084,11085,4/12/2012,2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,9
11085,11086,4/12/2012,2,1,4,2,0,4,1,1,0.32,0.303,0.61,0.2836,4
11086,11087,4/12/2012,2,1,4,3,0,4,1,1,0.32,0.303,0.61,0.2537,5
11087,11088,4/12/2012,2,1,4,4,0,4,1,1,0.3,0.2879,0.61,0.2239,1
11088,11089,4/12/2012,2,1,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239,21
11089,11090,4/12/2012,2,1,4,6,0,4,1,1,0.3,0.2879,0.65,0.2537,96
11090,11091,4/12/2012,2,1,4,7,0,4,1,1,0.3,0.2727,0.65,0.3284,306
11091,11092,4/12/2012,2,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,624
11092,11093,4/12/2012,2,1,4,9,0,4,1,1,0.36,0.3333,0.57,0.3582,287
11093,11094,4/12/2012,2,1,4,10,0,4,1,1,0.4,0.4091,0.5,0.2985,141
11094,11095,4/12/2012,2,1,4,11,0,4,1,1,0.42,0.4242,0.47,0.2985,224
11095,11096,4/12/2012,2,1,4,12,0,4,1,1,0.46,0.4545,0.41,0.4478,259
11096,11097,4/12/2012,2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,203
11097,11098,4/12/2012,2,1,4,14,0,4,1,1,0.5,0.4848,0.31,0.3284,224
11098,11099,4/12/2012,2,1,4,15,0,4,1,1,0.48,0.4697,0.31,0.2537,211
11099,11100,4/12/2012,2,1,4,16,0,4,1,1,0.48,0.4697,0.31,0.2836,353
11100,11101,4/12/2012,2,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,656
11101,11102,4/12/2012,2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,610
11102,11103,4/12/2012,2,1,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,433
11103,11104,4/12/2012,2,1,4,20,0,4,1,1,0.44,0.4394,0.33,0.2537,280
11104,11105,4/12/2012,2,1,4,21,0,4,1,1,0.42,0.4242,0.35,0.1343,187
11105,11106,4/12/2012,2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.19399999999999998,158
11106,11107,4/12/2012,2,1,4,23,0,4,1,1,0.42,0.4242,0.35,0.19399999999999998,94
11107,11108,4/13/2012,2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,55
11108,11109,4/13/2012,2,1,4,1,0,5,1,1,0.36,0.3485,0.46,0.19399999999999998,30
11109,11110,4/13/2012,2,1,4,2,0,5,1,1,0.34,0.3333,0.49,0.19399999999999998,11
11110,11111,4/13/2012,2,1,4,3,0,5,1,1,0.34,0.3333,0.61,0.1642,11
11111,11112,4/13/2012,2,1,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,5
11112,11113,4/13/2012,2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,21
11113,11114,4/13/2012,2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,84
11114,11115,4/13/2012,2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,296
11115,11116,4/13/2012,2,1,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,563
11116,11117,4/13/2012,2,1,4,9,0,5,1,1,0.42,0.4242,0.41,0.1642,330
11117,11118,4/13/2012,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.19399999999999998,192
11118,11119,4/13/2012,2,1,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,233
11119,11120,4/13/2012,2,1,4,12,0,5,1,1,0.5,0.4848,0.31,0.0,322
11120,11121,4/13/2012,2,1,4,13,0,5,1,1,0.52,0.5,0.27,0.2836,358
11121,11122,4/13/2012,2,1,4,14,0,5,1,1,0.52,0.5,0.27,0.0,348
11122,11123,4/13/2012,2,1,4,15,0,5,1,1,0.54,0.5152,0.28,0.2537,352
11123,11124,4/13/2012,2,1,4,16,0,5,1,1,0.56,0.5303,0.26,0.2537,463
11124,11125,4/13/2012,2,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,738
11125,11126,4/13/2012,2,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,671
11126,11127,4/13/2012,2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,427
11127,11128,4/13/2012,2,1,4,20,0,5,1,1,0.5,0.4848,0.29,0.1343,286
11128,11129,4/13/2012,2,1,4,21,0,5,1,1,0.5,0.4848,0.36,0.0,189
11129,11130,4/13/2012,2,1,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,215
11130,11131,4/13/2012,2,1,4,23,0,5,1,1,0.42,0.4242,0.62,0.0896,198
11131,11132,4/14/2012,2,1,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,96
11132,11133,4/14/2012,2,1,4,1,0,6,0,1,0.4,0.4091,0.58,0.1343,70
11133,11134,4/14/2012,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,56
11134,11135,4/14/2012,2,1,4,3,0,6,0,1,0.36,0.3636,0.66,0.0896,32
11135,11136,4/14/2012,2,1,4,4,0,6,0,1,0.36,0.3636,0.71,0.1045,14
11136,11137,4/14/2012,2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,7
11137,11138,4/14/2012,2,1,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,21
11138,11139,4/14/2012,2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,64
11139,11140,4/14/2012,2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,160
11140,11141,4/14/2012,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,265
11141,11142,4/14/2012,2,1,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,406
11142,11143,4/14/2012,2,1,4,11,0,6,0,1,0.52,0.5,0.45,0.19399999999999998,564
11143,11144,4/14/2012,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,678
11144,11145,4/14/2012,2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,678
11145,11146,4/14/2012,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,660
11146,11147,4/14/2012,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,658
11147,11148,4/14/2012,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,582
11148,11149,4/14/2012,2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,560
11149,11150,4/14/2012,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,481
11150,11151,4/14/2012,2,1,4,19,0,6,0,2,0.6,0.6212,0.4,0.1642,459
11151,11152,4/14/2012,2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,321
11152,11153,4/14/2012,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,220
11153,11154,4/14/2012,2,1,4,22,0,6,0,2,0.54,0.5152,0.52,0.1642,212
11154,11155,4/14/2012,2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.19399999999999998,196
11155,11156,4/15/2012,2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.19399999999999998,124
11156,11157,4/15/2012,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,106
11157,11158,4/15/2012,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,74
11158,11159,4/15/2012,2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,45
11159,11160,4/15/2012,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0.0,12
11160,11161,4/15/2012,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,10
11161,11162,4/15/2012,2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,16
11162,11163,4/15/2012,2,1,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,46
11163,11164,4/15/2012,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0.0,97
11164,11165,4/15/2012,2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,251
11165,11166,4/15/2012,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,421
11166,11167,4/15/2012,2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,528
11167,11168,4/15/2012,2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,635
11168,11169,4/15/2012,2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,681
11169,11170,4/15/2012,2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,628
11170,11171,4/15/2012,2,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,617
11171,11172,4/15/2012,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,616
11172,11173,4/15/2012,2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,623
11173,11174,4/15/2012,2,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,479
11174,11175,4/15/2012,2,1,4,19,0,0,0,1,0.7,0.6364,0.42,0.2537,379
11175,11176,4/15/2012,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,291
11176,11177,4/15/2012,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,229
11177,11178,4/15/2012,2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,134
11178,11179,4/15/2012,2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,90
11179,11180,4/16/2012,2,1,4,0,1,1,0,1,0.64,0.6212,0.53,0.3284,41
11180,11181,4/16/2012,2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,28
11181,11182,4/16/2012,2,1,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,14
11182,11183,4/16/2012,2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.19399999999999998,8
11183,11184,4/16/2012,2,1,4,4,1,1,0,1,0.54,0.5152,0.77,0.2239,6
11184,11185,4/16/2012,2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,38
11185,11186,4/16/2012,2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,133
11186,11187,4/16/2012,2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343,387
11187,11188,4/16/2012,2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,597
11188,11189,4/16/2012,2,1,4,9,1,1,0,1,0.62,0.6061,0.69,0.2239,297
11189,11190,4/16/2012,2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,224
11190,11191,4/16/2012,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,251
11191,11192,4/16/2012,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,271
11192,11193,4/16/2012,2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,263
11193,11194,4/16/2012,2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,288
11194,11195,4/16/2012,2,1,4,15,1,1,0,1,0.8,0.6970000000000001,0.33,0.4478,275
11195,11196,4/16/2012,2,1,4,16,1,1,0,1,0.8,0.6970000000000001,0.33,0.4627,358
11196,11197,4/16/2012,2,1,4,17,1,1,0,1,0.8,0.6970000000000001,0.33,0.3881,712
11197,11198,4/16/2012,2,1,4,18,1,1,0,1,0.8,0.6970000000000001,0.31,0.3881,676
11198,11199,4/16/2012,2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,522
11199,11200,4/16/2012,2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,375
11200,11201,4/16/2012,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,271
11201,11202,4/16/2012,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,214
11202,11203,4/16/2012,2,1,4,23,1,1,0,1,0.7,0.6364,0.45,0.2985,121
11203,11204,4/17/2012,2,1,4,0,0,2,1,1,0.66,0.6212,0.54,0.19399999999999998,43
11204,11205,4/17/2012,2,1,4,1,0,2,1,1,0.64,0.6212,0.57,0.1642,11
11205,11206,4/17/2012,2,1,4,2,0,2,1,1,0.56,0.5303,0.83,0.1045,4
11206,11207,4/17/2012,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,6
11207,11208,4/17/2012,2,1,4,4,0,2,1,1,0.66,0.6212,0.44,0.2239,9
11208,11209,4/17/2012,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,30
11209,11210,4/17/2012,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,144
11210,11211,4/17/2012,2,1,4,7,0,2,1,1,0.6,0.6212,0.43,0.2537,461
11211,11212,4/17/2012,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,673
11212,11213,4/17/2012,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,400
11213,11214,4/17/2012,2,1,4,10,0,2,1,1,0.6,0.6212,0.38,0.4179,217
11214,11215,4/17/2012,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,239
11215,11216,4/17/2012,2,1,4,12,0,2,1,1,0.6,0.6212,0.33,0.3582,244
11216,11217,4/17/2012,2,1,4,13,0,2,1,1,0.62,0.6212,0.29,0.2537,239
11217,11218,4/17/2012,2,1,4,14,0,2,1,1,0.64,0.6212,0.27,0.2836,257
11218,11219,4/17/2012,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,308
11219,11220,4/17/2012,2,1,4,16,0,2,1,1,0.68,0.6212,0.22,0.3582,370
11220,11221,4/17/2012,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,781
11221,11222,4/17/2012,2,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,775
11222,11223,4/17/2012,2,1,4,19,0,2,1,1,0.6,0.6061,0.26,0.2537,537
11223,11224,4/17/2012,2,1,4,20,0,2,1,1,0.6,0.6061,0.23,0.2836,402
11224,11225,4/17/2012,2,1,4,21,0,2,1,1,0.56,0.5303,0.26,0.2985,297
11225,11226,4/17/2012,2,1,4,22,0,2,1,1,0.54,0.5152,0.3,0.2537,162
11226,11227,4/17/2012,2,1,4,23,0,2,1,1,0.54,0.5152,0.32,0.2239,82
11227,11228,4/18/2012,2,1,4,0,0,3,1,1,0.54,0.5152,0.32,0.1642,38
11228,11229,4/18/2012,2,1,4,1,0,3,1,1,0.52,0.5,0.34,0.19399999999999998,14
11229,11230,4/18/2012,2,1,4,2,0,3,1,2,0.5,0.4848,0.42,0.19399999999999998,9
11230,11231,4/18/2012,2,1,4,3,0,3,1,2,0.5,0.4848,0.42,0.2239,6
11231,11232,4/18/2012,2,1,4,4,0,3,1,2,0.5,0.4848,0.42,0.2836,7
11232,11233,4/18/2012,2,1,4,5,0,3,1,2,0.5,0.4848,0.39,0.2836,34
11233,11234,4/18/2012,2,1,4,6,0,3,1,2,0.5,0.4848,0.39,0.2836,134
11234,11235,4/18/2012,2,1,4,7,0,3,1,2,0.5,0.4848,0.39,0.19399999999999998,418
11235,11236,4/18/2012,2,1,4,8,0,3,1,3,0.5,0.4848,0.39,0.19399999999999998,576
11236,11237,4/18/2012,2,1,4,9,0,3,1,3,0.48,0.4697,0.44,0.2985,265
11237,11238,4/18/2012,2,1,4,10,0,3,1,3,0.48,0.4697,0.47,0.2239,147
