,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
2920,1.1,Ideal,G,VS2,ID,ID,AGSL,6972
2921,2.13,Ideal,G,VS2,EX,EX,GIA,27122
2922,1.0,Fair,I,SI1,VG,VG,GIA,3899
2923,1.5,Very Good,H,VVS2,VG,G,GIA,12985
2924,2.0,Very Good,H,SI1,VG,G,GIA,15745
2925,0.79,Ideal,H,VS2,G,EX,GIA,2844
2926,1.6,Ideal,H,SI1,VG,VG,GIA,10408
2927,2.08,Ideal,I,VS2,VG,VG,GIA,17539
2928,2.07,Ideal,D,VS2,VG,VG,GIA,27142
2929,2.0,Very Good,I,SI1,G,G,GIA,14057
2930,2.0,Good,F,SI1,VG,G,GIA,20221
2931,1.51,Good,E,SI1,G,G,GIA,10088
2932,1.01,Ideal,F,SI1,EX,EX,GIA,5861
2933,1.28,Ideal,G,VS1,EX,VG,GIA,9640
2934,1.08,Ideal,D,SI1,VG,VG,GIA,6203
2935,1.21,Ideal,I,SI1,VG,VG,GIA,5452
2936,1.01,Very Good,G,SI1,VG,VG,GIA,4890
2937,0.9,Very Good,H,SI1,EX,EX,GIA,3437
2938,1.34,Very Good,H,SI1,VG,G,GIA,7314
2939,0.9,Good,E,SI1,EX,VG,GIA,4229
2940,0.9,Very Good,E,SI1,EX,EX,GIA,4471
2941,2.01,Ideal,H,VS1,EX,VG,GIA,23326
2942,0.81,Ideal,E,SI1,EX,EX,GIA,3913
2943,0.9,Very Good,D,VS1,VG,VG,GIA,5195
2944,1.06,Ideal,E,SI1,VG,VG,GIA,5161
2945,1.51,Ideal,G,VS1,EX,EX,GIA,14779
2946,0.92,Very Good,D,SI1,EX,VG,GIA,4253
2947,1.52,Very Good,F,SI1,G,G,GIA,11094
2948,1.12,Ideal,F,VS2,EX,EX,GIA,8074
2949,1.0,Good,D,SI1,VG,G,GIA,5642
2950,1.2,Ideal,G,VVS2,G,VG,GIA,9373
2951,1.02,Ideal,G,VS1,EX,G,GIA,6968
2952,1.15,Very Good,D,VS2,VG,G,GIA,7662
2953,2.01,Ideal,G,VS1,VG,VG,GIA,23156
2954,1.01,Ideal,H,SI1,VG,VG,GIA,4767
2955,0.9,Very Good,H,SI1,VG,VG,GIA,3629
2956,2.0,Good,H,VS1,VG,EX,GIA,20566
2957,1.51,Ideal,I,VVS1,EX,EX,GIA,12788
2958,2.02,Very Good,E,VS2,EX,EX,GIA,28147
2959,0.9,Very Good,H,VVS1,VG,EX,GIA,4664
2960,0.82,Very Good,F,SI1,G,VG,AGSL,3048
2961,0.79,Very Good,G,SI1,EX,EX,GIA,2755
2962,1.02,Very Good,F,SI1,VG,VG,GIA,5126
2963,1.11,Ideal,G,VS1,EX,EX,GIA,8129
2964,1.5,Very Good,I,VS2,VG,G,GIA,9611
2965,1.6,Ideal,I,SI1,G,G,GIA,9376
2966,1.5,Very Good,F,VS2,EX,VG,GIA,13001
2967,1.22,Ideal,I,VS1,EX,EX,GIA,6581
2968,1.14,Very Good,H,VS2,EX,EX,GIA,6386
2969,1.01,Very Good,D,SI1,VG,VG,GIA,5812
2970,1.52,Very Good,D,SI1,EX,VG,GIA,13357
2971,0.9,Good,H,SI1,G,G,GIA,3734
2972,1.23,Very Good,I,VS2,VG,G,GIA,6335
2973,2.07,Very Good,H,SI1,VG,VG,GIA,17019
2974,0.85,Ideal,G,SI1,EX,EX,GIA,3766
2975,2.01,Very Good,F,SI1,VG,EX,GIA,21119
2976,0.99,Ideal,F,SI1,EX,VG,GIA,5728
2977,1.14,Ideal,G,IF,EX,EX,GIA,10735
2978,2.36,Very Good,I,SI1,VG,G,GIA,18098
2979,1.29,Ideal,I,SI1,EX,EX,GIA,6372
2980,1.01,Good,F,VS2,G,G,GIA,6271
2981,1.51,Fair,H,VS1,VG,EX,GIA,9701
2982,1.02,Very Good,E,SI1,EX,EX,GIA,5732
2983,1.02,Ideal,G,VS1,ID,ID,AGSL,7123
2984,1.61,Very Good,I,IF,VG,VG,GIA,11513
2985,2.23,Very Good,H,VS2,VG,VG,GIA,21706
2986,2.54,Very Good,H,SI1,VG,EX,GIA,25867
2987,0.8,Very Good,F,SI1,EX,EX,GIA,3093
2988,1.2,Very Good,I,IF,VG,G,GIA,7141
2989,0.9,Good,H,SI1,VG,G,GIA,3282
2990,0.79,Ideal,E,SI1,VG,VG,GIA,3384
2991,1.06,Very Good,E,SI1,EX,EX,GIA,6169
2992,1.01,Ideal,I,VS1,EX,EX,GIA,5375
2993,2.7,Ideal,D,VS1,VG,VG,GIA,50350
2994,0.9,Very Good,H,VVS2,EX,EX,GIA,4832
2995,1.91,Very Good,F,IF,G,G,GIA,28557
2996,0.9,Very Good,I,SI1,VG,VG,GIA,3407
2997,1.22,Signature-Ideal,I,VS2,ID,ID,AGSL,7430
2998,1.28,Ideal,E,VS1,VG,EX,GIA,11696
2999,1.32,Ideal,G,VS2,EX,EX,GIA,9773
3000,1.69,Ideal,I,VS2,VG,VG,GIA,11086
3001,0.91,Good,E,SI1,VG,VG,GIA,3971
3002,0.92,Ideal,D,SI1,EX,EX,GIA,4696
3003,1.23,Very Good,G,VVS1,EX,EX,AGSL,10454
3004,2.07,Ideal,D,VVS2,VG,VG,GIA,46290
3005,2.01,Ideal,G,SI1,VG,EX,GIA,18736
3006,1.11,Good,H,SI1,EX,EX,AGSL,5238
3007,1.08,Very Good,F,SI1,VG,G,GIA,5256
3008,1.13,Very Good,F,SI1,VG,G,GIA,5584
3009,1.01,Very Good,I,VS2,VG,VG,GIA,4610
3010,1.1,Ideal,H,VVS1,VG,EX,GIA,7434
3011,0.75,Ideal,F,VS2,EX,EX,GIA,3434
3012,1.01,Very Good,E,VS2,G,G,GIA,6128
3013,2.04,Very Good,H,VS1,VG,EX,GIA,20645
3014,1.0,Ideal,E,SI1,EX,EX,GIA,5555
3015,1.5,Very Good,F,VVS2,VG,G,GIA,16501
3016,2.08,Ideal,G,VS1,EX,EX,GIA,28928
3017,1.62,Very Good,H,SI1,VG,G,GIA,10567
3018,2.04,Good,I,VS2,G,G,GIA,15511
3019,1.02,Very Good,H,VS1,VG,G,GIA,5280
3020,1.0,Good,I,SI1,VG,VG,GIA,4149
3021,1.06,Ideal,G,VVS2,EX,EX,GIA,8515
3022,1.05,Ideal,G,VS1,EX,EX,GIA,7270
3023,1.52,Very Good,H,VVS2,VG,VG,GIA,11772
3024,1.5,Ideal,H,VS1,ID,ID,AGSL,12702
3025,0.92,Very Good,H,SI1,G,VG,GIA,3800
3026,2.01,Very Good,G,VS1,EX,VG,GIA,26089
3027,1.06,Signature-Ideal,G,VS1,ID,ID,AGSL,8093
3028,0.93,Very Good,G,SI1,VG,G,GIA,4252
3029,0.9,Ideal,D,SI1,VG,VG,GIA,4537
3030,1.02,Ideal,H,SI1,EX,EX,GIA,6264
3031,1.28,Very Good,G,VVS1,EX,VG,GIA,11376
3032,1.0,Ideal,G,VVS2,ID,ID,AGSL,7520
3033,0.9,Good,I,VVS2,VG,G,GIA,3946
3034,1.17,Very Good,H,SI1,G,VG,GIA,5995
3035,2.04,Very Good,G,VVS2,VG,VG,GIA,27499
3036,1.01,Very Good,G,VS2,EX,EX,GIA,6449
3037,1.0,Very Good,D,VS1,VG,G,GIA,7281
3038,1.02,Signature-Ideal,D,VS2,EX,EX,GIA,9502
3039,1.5,Ideal,F,SI1,EX,EX,GIA,11146
3040,1.06,Ideal,G,VS2,EX,EX,GIA,6890
3041,1.01,Very Good,E,SI1,EX,VG,GIA,7211
3042,2.0,Good,G,VS1,G,G,GIA,25994
3043,2.01,Good,I,SI1,VG,G,GIA,14552
3044,2.02,Good,G,VS2,VG,VG,GIA,25270
3045,1.07,Ideal,H,VVS2,VG,VG,GIA,7133
3046,0.85,Ideal,E,SI1,EX,EX,GIA,4089
3047,2.04,Ideal,E,SI1,EX,EX,GIA,22553
3048,1.5,Ideal,D,VS1,VG,VG,GIA,17532
3049,0.91,Very Good,G,VVS2,EX,VG,GIA,5468
3050,1.52,Very Good,G,VVS1,VG,VG,GIA,16649
3051,1.02,Ideal,G,VVS2,VG,VG,GIA,7730
3052,2.25,Signature-Ideal,G,VS1,ID,ID,AGSL,36836
3053,0.9,Very Good,G,VS2,VG,VG,GIA,4484
3054,1.02,Very Good,F,VS2,G,VG,GIA,6007
3055,0.82,Ideal,E,SI1,EX,EX,GIA,3622
3056,2.05,Very Good,H,VS2,EX,EX,GIA,21172
3057,2.09,Very Good,H,IF,VG,VG,GIA,26342
3058,1.05,Signature-Ideal,F,VVS1,ID,ID,AGSL,12273
3059,0.75,Ideal,I,SI1,VG,VG,GIA,2383
3060,2.05,Ideal,G,SI1,EX,EX,GIA,19516
3061,2.05,Ideal,G,VS2,EX,EX,GIA,25656
3062,1.13,Ideal,E,VVS2,EX,EX,GIA,11115
3063,0.91,Very Good,I,VS2,VG,VG,GIA,3911
3064,0.76,Ideal,H,VS1,EX,EX,GIA,3424
3065,0.75,Very Good,E,VS2,VG,EX,GIA,3817
3066,1.02,Very Good,E,VVS2,EX,VG,GIA,8657
3067,2.19,Very Good,E,VS1,EX,VG,GIA,33491
3068,1.06,Very Good,G,VS1,EX,EX,GIA,6778
3069,2.04,Ideal,I,VS1,EX,VG,GIA,18282
3070,1.2,Signature-Ideal,D,VVS2,EX,EX,GIA,16130
3071,2.04,Very Good,G,VVS1,VG,G,GIA,29060
3072,1.08,Ideal,G,VS2,VG,VG,GIA,6516
3073,0.9,Very Good,E,SI1,EX,EX,GIA,3863
3074,1.01,Good,G,VVS2,EX,VG,GIA,7377
3075,2.02,Ideal,G,SI1,EX,EX,GIA,21167
3076,0.78,Ideal,D,SI1,VG,VG,GIA,3035
3077,2.01,Good,G,VS1,EX,VG,GIA,26089
3078,0.9,Very Good,E,VS2,VG,VG,GIA,4598
3079,1.27,Ideal,H,VS2,VG,EX,GIA,7271
3080,0.75,Very Good,G,VS2,EX,VG,GIA,2876
3081,1.07,Ideal,D,VVS2,EX,EX,GIA,12545
3082,1.21,Very Good,E,VS1,EX,VG,GIA,9380
3083,1.61,Ideal,G,VS1,EX,VG,GIA,16205
3084,1.09,Ideal,G,IF,ID,ID,AGSL,9410
3085,0.91,Ideal,I,VS2,VG,VG,GIA,3664
3086,0.9,Good,H,SI1,VG,VG,GIA,3465
3087,1.55,Ideal,F,SI1,EX,EX,GIA,11011
3088,2.01,Good,F,SI1,VG,G,GIA,18143
3089,2.11,Very Good,H,VS1,EX,ID,AGSL,23138
3090,2.11,Ideal,D,VVS1,EX,EX,GIA,49740
3091,1.05,Ideal,F,SI1,EX,EX,GIA,5586
3092,1.51,Good,F,SI1,EX,VG,GIA,10750
3093,0.78,Very Good,F,VS1,VG,VG,GIA,3563
3094,1.0,Very Good,D,SI1,EX,EX,GIA,6196
3095,2.03,Very Good,F,VS1,VG,EX,GIA,29713
3096,1.31,Signature-Ideal,G,VVS2,EX,EX,GIA,13057
3097,1.16,Ideal,H,VS2,EX,EX,GIA,6954
3098,1.04,Ideal,G,VS1,ID,ID,AGSL,6831
3099,0.78,Ideal,G,VS2,VG,VG,GIA,3171
3100,0.91,Very Good,G,VVS2,VG,EX,GIA,5468
3101,1.13,Signature-Ideal,E,VVS1,ID,ID,AGSL,14816
3102,1.51,Very Good,F,SI1,VG,G,GIA,10190
3103,2.43,Ideal,E,VVS2,EX,EX,GIA,54334
3104,1.6,Ideal,D,SI1,VG,VG,GIA,13377
3105,1.01,Very Good,I,SI1,VG,VG,GIA,4189
3106,2.01,Ideal,D,VS2,ID,ID,AGSL,30348
3107,1.11,Ideal,G,VS1,EX,EX,GIA,9261
3108,0.84,Ideal,D,VS2,EX,EX,GIA,4736
3109,0.91,Very Good,H,VVS2,VG,EX,GIA,4665
3110,1.06,Very Good,G,VS1,VG,VG,GIA,7191
3111,1.59,Ideal,I,VS2,ID,ID,AGSL,10752
3112,0.91,Good,F,SI1,G,G,GIA,3606
3113,1.28,Very Good,H,VS2,VG,G,GIA,7517
3114,1.05,Signature-Ideal,F,VS1,ID,ID,AGSL,9330
3115,1.16,Very Good,G,VS1,VG,VG,GIA,7589
3116,1.23,Very Good,D,SI1,EX,VG,GIA,7717
3117,1.02,Ideal,H,VVS2,EX,VG,GIA,6266
3118,2.16,Very Good,H,VS2,VG,VG,GIA,20740
3119,1.29,Ideal,F,VVS2,VG,VG,GIA,13142
3120,0.9,Very Good,D,IF,EX,VG,GIA,9090
3121,2.07,Ideal,G,VS2,EX,EX,GIA,29219
3122,0.81,Ideal,G,VS1,VG,EX,GIA,3544
3123,1.57,Ideal,I,SI1,EX,EX,GIA,10633
3124,1.81,Very Good,G,VS2,VG,VG,GIA,18835
3125,2.01,Ideal,F,VS1,EX,EX,GIA,34538
3126,1.07,Ideal,H,VS2,VG,VG,GIA,5813
3127,0.81,Very Good,F,SI1,ID,ID,AGSL,3308
3128,2.03,Very Good,H,VS1,VG,VG,GIA,20550
3129,1.2,Very Good,H,VS1,VG,VG,GIA,6972
3130,1.0,Ideal,E,VVS2,EX,VG,GIA,9685
3131,1.5,Very Good,I,VVS2,EX,G,GIA,10873
3132,1.08,Ideal,D,SI1,EX,EX,GIA,6539
3133,1.2,Ideal,H,VS1,VG,VG,GIA,7473
3134,2.0,Ideal,E,VVS2,VG,VG,GIA,31924
3135,2.01,Good,D,SI1,VG,VG,GIA,20340
3136,1.62,Very Good,G,VVS2,VG,VG,GIA,16625
3137,0.8,Ideal,F,SI1,VG,EX,GIA,3293
3138,1.01,Good,H,SI1,VG,VG,GIA,4616
3139,1.03,Ideal,F,VS2,VG,VG,GIA,6902
3140,0.77,Very Good,E,VS1,G,G,GIA,3488
3141,1.2,Very Good,E,VS2,EX,VG,GIA,8769
3142,1.01,Very Good,I,SI1,EX,VG,GIA,4313
3143,1.62,Ideal,G,VS2,EX,EX,GIA,16183
3144,1.53,Good,E,SI1,VG,G,GIA,11349
3145,1.03,Ideal,D,VS1,EX,EX,GIA,8612
3146,1.2,Very Good,I,SI1,VG,G,GIA,5352
3147,0.96,Very Good,G,VVS1,EX,VG,GIA,5913
3148,1.0,Very Good,G,SI1,VG,G,GIA,4793
3149,1.03,Ideal,D,SI1,ID,ID,AGSL,6460
3150,2.01,Very Good,F,VS2,EX,VG,GIA,27183
3151,1.2,Ideal,G,SI1,EX,EX,GIA,7372
3152,0.9,Signature-Ideal,H,SI1,ID,ID,AGSL,4740
3153,0.78,Ideal,D,VS2,EX,EX,GIA,4183
3154,2.01,Good,G,IF,G,G,GIA,31365
3155,2.41,Very Good,E,VVS2,VG,G,GIA,51271
3156,0.8,Very Good,I,SI1,EX,VG,GIA,2473
3157,1.13,Very Good,D,VS2,EX,EX,GIA,8561
3158,1.28,Ideal,I,VS1,VG,VG,GIA,6600
3159,2.16,Very Good,I,VS2,VG,VG,GIA,17904
3160,1.02,Good,G,VS2,EX,VG,GIA,5884
3161,1.02,Very Good,F,VS2,VG,VG,GIA,6632
3162,2.07,Very Good,D,SI1,EX,EX,GIA,22900
3163,2.74,Very Good,H,VS2,VG,VG,GIA,27285
3164,0.91,Ideal,I,VS1,EX,EX,GIA,3872
3165,1.13,Very Good,I,IF,VG,EX,GIA,6534
3166,0.9,Fair,E,VS2,VG,VG,GIA,4358
3167,1.19,Ideal,H,VS1,EX,EX,GIA,7466
3168,1.03,Ideal,F,SI1,VG,VG,GIA,5356
3169,1.0,Very Good,F,VS1,G,G,GIA,6694
3170,2.02,Very Good,H,VS1,EX,EX,GIA,21928
3171,2.02,Good,D,IF,EX,VG,GIA,52570
3172,1.08,Good,F,SI1,VG,VG,GIA,5403
3173,2.02,Ideal,D,IF,VG,VG,GIA,64453
3174,2.02,Very Good,E,SI1,VG,G,GIA,18731
3175,1.02,Ideal,E,VS2,VG,VG,GIA,7020
3176,2.14,Ideal,G,SI1,EX,EX,GIA,20362
3177,1.59,Ideal,I,VS1,VG,VG,GIA,12098
3178,1.0,Very Good,G,VS2,VG,VG,GIA,5939
3179,0.91,Ideal,I,SI1,EX,EX,GIA,3697
3180,2.01,Good,G,SI1,EX,EX,AGSL,17879
3181,1.51,Very Good,H,SI1,VG,G,GIA,9694
3182,1.5,Signature-Ideal,F,VVS2,ID,ID,AGSL,21002
3183,2.41,Ideal,I,VS2,EX,VG,GIA,20928
3184,1.22,Very Good,E,VS2,VG,VG,GIA,9495
3185,1.01,Very Good,E,SI1,VG,G,GIA,5085
3186,0.9,Good,G,SI1,EX,VG,GIA,3804
3187,1.23,Very Good,G,VVS2,EX,EX,GIA,10004
3188,1.0,Very Good,D,SI1,VG,G,GIA,5568
3189,0.75,Ideal,G,VVS1,EX,EX,GIA,3949
3190,1.01,Ideal,G,IF,VG,EX,GIA,8869
3191,1.32,Ideal,H,VVS1,ID,ID,AGSL,9572
3192,2.79,Ideal,D,IF,EX,EX,GIA,101561
3193,1.3,Very Good,G,SI1,VG,EX,GIA,7985
3194,1.25,Very Good,H,VS2,VG,VG,GIA,7227
3195,2.18,Ideal,H,SI1,EX,EX,GIA,19379
3196,0.77,Ideal,D,VS1,EX,EX,GIA,4407
3197,1.01,Very Good,E,VS2,EX,VG,GIA,6552
3198,1.14,Ideal,G,VVS1,ID,ID,AGSL,9037
3199,0.75,Very Good,E,SI1,VG,VG,GIA,2923
3200,1.56,Very Good,I,SI1,EX,EX,GIA,9494
3201,0.9,Good,H,VS1,EX,VG,GIA,3967
3202,1.14,Ideal,G,VVS2,ID,ID,AGSL,8743
3203,0.76,Very Good,I,VS2,EX,EX,GIA,2551
3204,1.05,Very Good,D,VS2,VG,EX,GIA,7913
3205,1.09,Ideal,H,VS2,EX,EX,GIA,6419
3206,1.21,Ideal,D,VS1,VG,VG,GIA,11019
3207,0.78,Very Good,D,SI1,VG,EX,GIA,2945
3208,1.32,Ideal,G,VVS2,VG,VG,GIA,11419
3209,1.21,Ideal,F,VS1,EX,VG,GIA,8629
3210,2.0,Very Good,E,VVS2,EX,EX,GIA,35038
3211,0.9,Good,E,SI1,G,VG,GIA,4190
3212,2.91,Good,I,SI1,VG,VG,GIA,27277
3213,0.92,Ideal,F,VVS2,EX,EX,GIA,8058
3214,1.01,Very Good,D,VS2,VG,G,GIA,6845
3215,1.22,Ideal,F,VS2,EX,EX,GIA,9203
3216,0.9,Very Good,F,VS2,VG,VG,GIA,4334
3217,0.9,Very Good,H,IF,VG,VG,GIA,5434
3218,1.01,Very Good,G,VS1,EX,EX,GIA,6632
3219,1.06,Very Good,F,IF,EX,VG,GIA,9433
3220,0.79,Very Good,D,VS2,VG,VG,GIA,4003
3221,0.76,Good,F,VS1,G,G,AGSL,3057
3222,1.17,Ideal,G,IF,ID,ID,AGSL,10431
3223,1.55,Ideal,G,VS2,VG,EX,GIA,12526
3224,0.81,Signature-Ideal,H,SI1,EX,EX,GIA,3514
3225,1.44,Very Good,G,VS1,VG,VG,GIA,12117
3226,1.35,Very Good,F,VVS2,EX,VG,GIA,13053
3227,1.51,Very Good,G,VS1,EX,VG,GIA,13624
3228,1.05,Ideal,G,SI1,EX,EX,GIA,5361
3229,1.01,Very Good,G,VS2,VG,VG,GIA,6288
3230,2.08,Ideal,H,SI1,EX,EX,GIA,17637
3231,1.15,Ideal,H,VS2,EX,EX,GIA,6552
3232,0.9,Very Good,I,VVS1,VG,VG,GIA,4078
3233,0.9,Very Good,E,VVS2,EX,EX,GIA,6892
3234,1.57,Ideal,I,VVS2,VG,VG,GIA,12396
3235,0.92,Ideal,H,VS2,EX,EX,GIA,4568
3236,1.09,Very Good,G,VS1,EX,EX,GIA,7281
3237,1.06,Very Good,D,SI1,EX,VG,GIA,6230
3238,1.12,Ideal,G,VS1,EX,EX,GIA,8080
3239,1.07,Signature-Ideal,I,VS2,ID,ID,AGSL,5800
3240,1.06,Good,D,VS2,VG,G,GIA,6893
3241,0.82,Ideal,D,SI1,EX,EX,GIA,4135
3242,1.5,Good,F,VVS1,EX,G,GIA,15665
3243,2.01,Very Good,G,VS1,G,EX,GIA,26043
3244,1.57,Very Good,I,VS2,VG,G,GIA,9809
3245,1.01,Very Good,E,VS2,VG,EX,GIA,6714
3246,2.31,Ideal,H,VVS1,ID,ID,AGSL,28792
3247,2.16,Ideal,F,VVS2,EX,VG,GIA,38366
3248,1.08,Signature-Ideal,E,VS1,ID,ID,AGSL,10292
3249,2.63,Good,H,VS2,VG,EX,GIA,30387
3250,2.01,Very Good,H,SI1,VG,VG,GIA,16901
3251,1.02,Very Good,I,SI1,G,VG,GIA,4150
3252,2.04,Very Good,I,VS1,EX,VG,AGSL,19629
3253,0.91,Fair,G,SI1,VG,VG,GIA,3581
3254,2.03,Ideal,G,VS1,VG,VG,GIA,25313
3255,0.8,Ideal,F,VS2,EX,VG,GIA,3653
3256,2.59,Very Good,E,SI1,EX,EX,GIA,25158
3257,0.9,Very Good,E,SI1,VG,EX,GIA,4034
3258,1.53,Ideal,H,IF,EX,VG,GIA,13386
3259,1.01,Very Good,I,VS1,EX,EX,GIA,5165
3260,1.58,Ideal,F,VS1,EX,EX,GIA,18965
3261,2.17,Ideal,I,VS2,VG,VG,GIA,17984
3262,1.5,Good,H,VS2,EX,G,GIA,9620
3263,1.5,Very Good,G,VVS2,EX,VG,GIA,15013
3264,2.01,Ideal,I,VS2,EX,VG,GIA,16766
3265,1.01,Good,E,VS2,VG,VG,GIA,5972
3266,0.91,Very Good,H,VS2,VG,EX,GIA,3924
3267,1.08,Signature-Ideal,G,VS1,ID,ID,AGSL,8529
3268,0.76,Ideal,G,VVS2,EX,EX,GIA,3927
3269,1.12,Ideal,H,SI1,EX,EX,GIA,5818
3270,2.15,Ideal,I,VS2,EX,EX,GIA,19592
3271,2.02,Very Good,E,VS1,VG,G,GIA,33787
3272,1.22,Ideal,G,VVS2,VG,EX,GIA,9239
3273,1.25,Very Good,G,VVS1,EX,EX,GIA,11589
3274,1.08,Very Good,D,VS1,VG,VG,GIA,9168
3275,1.22,Ideal,G,VS1,ID,ID,AGSL,8830
3276,0.9,Good,F,SI1,EX,VG,GIA,3788
3277,0.81,Signature-Ideal,D,SI1,ID,ID,AGSL,4387
3278,1.0,Very Good,D,SI1,VG,VG,GIA,5671
3279,1.02,Very Good,F,VS2,VG,VG,GIA,6166
3280,1.0,Fair,F,SI1,VG,VG,GIA,4925
3281,2.05,Ideal,H,VS1,ID,ID,AGSL,22892
3282,1.01,Ideal,F,VS2,ID,ID,AGSL,7121
3283,0.9,Very Good,H,SI1,VG,EX,GIA,3533
3284,1.01,Ideal,F,VVS2,EX,EX,GIA,9463
3285,1.52,Ideal,I,SI1,EX,EX,GIA,9358
3286,0.91,Ideal,H,VS2,VG,VG,GIA,4666
3287,1.01,Good,G,SI1,EX,VG,GIA,5073
3288,2.04,Ideal,H,VS1,EX,EX,GIA,23045
3289,1.57,Very Good,H,VVS2,VG,EX,GIA,13516
3290,1.01,Signature-Ideal,E,VVS2,ID,ID,AGSL,11400
3291,1.03,Good,I,SI1,EX,VG,GIA,4413
3292,1.51,Ideal,G,VS2,VG,EX,GIA,12846
3293,1.03,Ideal,H,SI1,VG,VG,GIA,5418
3294,2.48,Very Good,H,SI1,EX,EX,AGSL,23762
3295,1.5,Good,I,SI1,EX,VG,GIA,8161
3296,1.04,Good,H,SI1,VG,G,GIA,4741
3297,1.5,Ideal,H,VS1,ID,ID,AGSL,11557
3298,1.2,Very Good,G,VS2,VG,G,GIA,7737
3299,1.0,Fair,D,SI1,VG,G,GIA,5405
3300,1.0,Very Good,I,SI1,G,VG,GIA,4149
3301,1.5,Ideal,D,IF,VG,EX,GIA,33691
3302,1.52,Very Good,D,VS2,G,VG,GIA,13799
3303,1.11,Very Good,G,VS2,G,VG,GIA,6771
3304,0.91,Very Good,G,VVS2,G,VG,GIA,4913
3305,1.01,Fair,D,SI1,VG,VG,GIA,5383
3306,1.12,Fair,G,VS1,VG,G,GIA,5487
3307,1.53,Good,F,SI1,VG,VG,GIA,11207
3308,0.76,Signature-Ideal,H,SI1,ID,ID,AGSL,3050
3309,1.23,Ideal,G,VVS2,EX,EX,GIA,10317
3310,1.0,Ideal,E,SI1,G,G,AGSL,5622
3311,0.79,Very Good,F,SI1,VG,EX,GIA,2878
3312,2.02,Very Good,H,VS2,EX,EX,GIA,21770
3313,1.01,Ideal,F,SI1,EX,VG,GIA,5184
3314,1.06,Ideal,G,VS1,EX,EX,GIA,7594
3315,1.56,Very Good,H,VVS2,EX,EX,GIA,12098
3316,0.9,Very Good,G,VS2,VG,G,GIA,4369
3317,2.01,Good,F,SI1,VG,G,GIA,20524
3318,0.93,Fair,H,VVS2,G,G,GIA,4179
3319,0.8,Signature-Ideal,G,VVS2,ID,ID,AGSL,4740
3320,1.42,Ideal,F,VVS1,EX,VG,GIA,18682
3321,0.75,Very Good,F,VS1,VG,VG,GIA,3268
3322,1.01,Ideal,I,SI1,EX,VG,GIA,4641
3323,1.08,Ideal,F,VVS2,ID,ID,AGSL,10046
3324,1.02,Very Good,F,VS1,G,VG,GIA,7740
3325,2.02,Very Good,I,VS2,VG,G,GIA,15759
3326,0.9,Good,F,SI1,G,G,GIA,3788
3327,1.01,Very Good,E,SI1,VG,VG,GIA,5357
3328,1.05,Very Good,E,SI1,EX,EX,GIA,5770
3329,1.21,Very Good,G,VS2,VG,VG,GIA,7568
3330,1.51,Signature-Ideal,G,IF,ID,ID,AGSL,18806
3331,1.63,Ideal,H,VVS2,EX,VG,GIA,14541
3332,1.11,Signature-Ideal,E,VS2,ID,ID,AGSL,9625
3333,0.92,Very Good,H,VS1,G,G,GIA,4270
3334,0.97,Ideal,D,SI1,VG,G,GIA,5028
3335,0.8,Ideal,F,VS1,VG,VG,GIA,3994
3336,1.24,Ideal,H,SI1,EX,EX,GIA,6717
3337,1.7,Ideal,H,VS1,EX,EX,GIA,16240
3338,1.53,Very Good,H,VS2,EX,VG,GIA,11722
3339,1.27,Ideal,F,VVS2,VG,EX,GIA,11977
3340,2.01,Very Good,I,VS2,EX,EX,GIA,16304
3341,1.01,Very Good,F,SI1,G,G,GIA,4890
3342,2.2,Ideal,H,VVS1,EX,EX,GIA,28195
3343,2.03,Very Good,I,SI1,EX,EX,GIA,16392
3344,2.08,Ideal,G,VS2,EX,EX,GIA,27914
3345,2.21,Ideal,H,VS1,VG,VG,GIA,24417
3346,2.19,Very Good,E,IF,VG,VG,GIA,52250
3347,1.18,Very Good,H,SI1,G,EX,GIA,5674
3348,1.53,Very Good,H,VS2,VG,VG,GIA,12133
3349,0.9,Good,D,SI1,VG,G,GIA,4227
3350,1.27,Very Good,H,VS2,VG,VG,GIA,7589
3351,0.9,Very Good,E,SI1,VG,G,GIA,4144
3352,2.01,Good,E,SI1,EX,G,GIA,20157
3353,0.77,Good,F,VS2,VG,VG,AGSL,2911
3354,1.39,Ideal,H,VVS2,ID,ID,AGSL,9850
3355,1.01,Good,H,SI1,VG,VG,GIA,4846
3356,1.31,Good,I,VS2,VG,VG,GIA,7236
3357,1.01,Ideal,E,SI1,EX,EX,GIA,5534
3358,1.08,Very Good,E,VS1,G,VG,GIA,7168
3359,1.16,Very Good,G,SI1,EX,G,GIA,6292
3360,1.02,Signature-Ideal,D,VS2,ID,ID,AGSL,9502
3361,1.62,Very Good,H,SI1,VG,VG,GIA,10521
3362,1.14,Ideal,G,SI1,EX,VG,GIA,5809
3363,1.14,Ideal,G,VS2,EX,VG,GIA,7371
3364,2.3,Very Good,H,VVS2,EX,VG,GIA,28706
3365,1.41,Very Good,G,VVS1,EX,VG,GIA,14936
3366,0.8,Ideal,E,SI1,EX,EX,GIA,4053
3367,1.01,Good,F,VS2,G,G,GIA,6158
3368,2.08,Ideal,G,VS1,EX,EX,GIA,28655
3369,0.82,Ideal,G,VVS2,VG,EX,GIA,4130
3370,1.25,Very Good,G,VS2,EX,EX,GIA,8941
