,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
24007,37,technician,married,secondary,no,261,no,no,cellular,29,aug,301,4,-1,0,unknown,no
24008,45,technician,married,secondary,no,183,no,no,cellular,29,aug,27,4,-1,0,unknown,no
24009,52,technician,married,secondary,no,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
24010,46,technician,married,secondary,no,591,no,no,telephone,29,aug,81,2,-1,0,unknown,no
24011,46,unemployed,married,secondary,no,46,no,no,telephone,29,aug,74,2,-1,0,unknown,no
24012,33,technician,married,secondary,no,23,no,no,cellular,29,aug,53,4,-1,0,unknown,no
24013,39,technician,divorced,secondary,no,0,no,no,cellular,29,aug,35,6,-1,0,unknown,no
24014,49,management,married,tertiary,no,0,no,no,cellular,29,aug,215,6,-1,0,unknown,no
24015,50,admin.,married,tertiary,no,0,no,no,telephone,29,aug,253,2,-1,0,unknown,no
24016,47,admin.,married,tertiary,no,1077,no,no,telephone,29,aug,43,2,-1,0,unknown,no
24017,37,admin.,married,secondary,no,373,no,no,cellular,29,aug,98,10,-1,0,unknown,no
24018,43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73,4,-1,0,unknown,no
24019,53,unemployed,married,tertiary,no,240,no,no,cellular,29,aug,106,3,-1,0,unknown,no
24020,31,management,single,tertiary,no,7554,no,no,telephone,29,aug,51,1,-1,0,unknown,no
24021,35,management,single,tertiary,no,0,no,no,cellular,29,aug,669,6,-1,0,unknown,no
24022,37,technician,married,secondary,no,41,no,no,cellular,29,aug,127,5,-1,0,unknown,no
24023,51,blue-collar,married,primary,no,-27,no,no,telephone,29,aug,158,4,-1,0,unknown,no
24024,37,housemaid,married,primary,no,0,no,no,cellular,29,aug,17,12,-1,0,unknown,no
24025,47,admin.,married,secondary,no,84,no,no,telephone,29,aug,367,3,-1,0,unknown,no
24026,57,retired,married,tertiary,no,42,no,no,cellular,29,aug,68,4,-1,0,unknown,no
24027,36,technician,single,secondary,no,2419,no,no,cellular,29,aug,29,3,-1,0,unknown,no
24028,32,management,single,tertiary,no,123,no,no,telephone,29,aug,63,11,-1,0,unknown,no
24029,33,management,married,tertiary,no,32,no,no,cellular,29,aug,27,7,-1,0,unknown,no
24030,38,self-employed,married,tertiary,no,0,no,no,cellular,29,aug,117,3,-1,0,unknown,no
24031,51,blue-collar,married,secondary,no,4695,no,no,cellular,29,aug,8,10,-1,0,unknown,no
24032,31,housemaid,single,secondary,no,13099,no,no,cellular,29,aug,6,9,-1,0,unknown,no
24033,37,management,single,tertiary,no,3452,yes,no,cellular,29,aug,8,9,-1,0,unknown,no
24034,46,management,married,tertiary,no,212,yes,no,cellular,29,aug,515,3,-1,0,unknown,no
24035,53,entrepreneur,married,secondary,no,0,no,no,cellular,29,aug,88,3,-1,0,unknown,no
24036,59,blue-collar,married,primary,no,1227,no,no,cellular,29,aug,89,5,-1,0,unknown,no
24037,34,management,divorced,tertiary,no,36,no,no,telephone,29,aug,77,7,-1,0,unknown,no
24038,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes
24039,30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,235,1,-1,0,unknown,yes
24040,49,management,married,tertiary,no,0,no,no,telephone,17,oct,223,1,-1,0,unknown,yes
24041,43,management,married,tertiary,no,0,no,no,telephone,17,oct,147,1,-1,0,unknown,no
24042,36,blue-collar,married,secondary,no,1828,yes,no,telephone,17,oct,24,1,-1,0,unknown,no
24043,28,blue-collar,single,secondary,no,9,yes,no,unknown,17,oct,115,1,-1,0,unknown,no
24044,36,self-employed,single,tertiary,no,-103,yes,yes,telephone,17,oct,3253,1,-1,0,unknown,yes
24045,47,admin.,divorced,secondary,no,555,yes,yes,telephone,17,oct,478,1,-1,0,unknown,yes
24046,37,management,divorced,tertiary,no,199,yes,no,unknown,18,oct,50,1,-1,0,unknown,no
24047,50,blue-collar,married,primary,no,12519,yes,no,unknown,18,oct,37,1,-1,0,unknown,no
24048,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,71,1,-1,0,unknown,no
24049,31,entrepreneur,married,tertiary,no,79,yes,no,unknown,18,oct,558,1,-1,0,unknown,no
24050,52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,-1,0,unknown,yes
24051,52,management,married,tertiary,no,6,no,no,telephone,19,oct,57,1,-1,0,unknown,no
24052,45,admin.,divorced,secondary,no,1293,yes,yes,telephone,20,oct,164,1,-1,0,unknown,no
24053,47,admin.,married,secondary,no,24556,no,no,telephone,20,oct,309,1,-1,0,unknown,no
24054,48,student,single,unknown,no,1279,no,no,telephone,20,oct,2429,1,-1,0,unknown,no
24055,43,management,married,tertiary,no,1258,no,no,unknown,20,oct,312,1,-1,0,unknown,yes
24056,30,technician,married,tertiary,no,239,no,no,telephone,20,oct,73,1,-1,0,unknown,no
24057,34,blue-collar,divorced,secondary,no,882,no,yes,telephone,20,oct,24,1,-1,0,unknown,no
24058,44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes
24059,30,blue-collar,married,secondary,no,1664,yes,no,telephone,20,oct,2016,1,-1,0,unknown,yes
24060,33,admin.,married,tertiary,no,882,no,no,telephone,21,oct,39,1,151,3,failure,no
24061,32,admin.,married,secondary,no,8749,yes,yes,unknown,21,oct,294,1,-1,0,unknown,yes
24062,42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
24063,40,technician,married,secondary,no,1159,no,no,telephone,21,oct,19,1,-1,0,unknown,no
24064,33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,91,4,failure,yes
24065,58,retired,married,tertiary,no,2199,no,no,telephone,21,oct,65,1,-1,0,unknown,no
24066,35,management,married,tertiary,no,0,yes,no,unknown,21,oct,4,1,-1,0,unknown,no
24067,31,blue-collar,married,primary,no,7424,yes,no,unknown,21,oct,54,1,-1,0,unknown,no
24068,45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes
24069,58,management,divorced,tertiary,no,26254,yes,no,unknown,21,oct,49,1,-1,0,unknown,no
24070,45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,oct,676,1,-1,0,unknown,yes
24071,28,student,single,secondary,no,2351,no,no,telephone,22,oct,157,1,-1,0,unknown,yes
24072,36,management,married,tertiary,no,2415,yes,no,telephone,22,oct,73,1,86,4,other,no
24073,42,admin.,single,secondary,no,164,yes,yes,unknown,22,oct,80,1,-1,0,unknown,no
24074,32,technician,single,tertiary,no,5514,no,no,telephone,22,oct,181,1,-1,0,unknown,yes
24075,28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,313,1,-1,0,unknown,yes
24076,40,management,married,tertiary,no,3352,yes,no,telephone,23,oct,138,1,-1,0,unknown,yes
24077,36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,yes
24078,44,admin.,divorced,primary,no,429,yes,no,telephone,23,oct,80,1,-1,0,unknown,yes
24079,51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,134,1,-1,0,unknown,yes
24080,56,technician,married,secondary,no,589,yes,no,unknown,23,oct,518,1,147,2,success,yes
24081,57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,301,1,-1,0,unknown,yes
24082,26,services,single,secondary,no,1445,no,no,telephone,23,oct,171,1,-1,0,unknown,yes
24083,40,technician,divorced,tertiary,no,568,yes,no,unknown,24,oct,112,1,-1,0,unknown,yes
24084,49,admin.,married,secondary,no,10250,yes,no,telephone,24,oct,97,1,-1,0,unknown,yes
24085,50,management,single,tertiary,no,3537,no,no,unknown,24,oct,305,1,-1,0,unknown,yes
24086,44,blue-collar,married,secondary,no,1324,yes,no,telephone,25,oct,119,1,89,2,other,no
24087,58,admin.,divorced,secondary,no,1947,no,no,telephone,26,oct,228,1,-1,0,unknown,yes
24088,37,admin.,married,secondary,no,1967,no,no,telephone,27,oct,376,1,-1,0,unknown,yes
24089,36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,-1,0,unknown,yes
24090,39,entrepreneur,married,primary,no,437,yes,no,unknown,27,oct,150,1,-1,0,unknown,yes
24091,58,retired,married,primary,no,3260,no,no,telephone,27,oct,27,1,-1,0,unknown,no
24092,27,entrepreneur,married,secondary,no,2329,no,no,telephone,27,oct,131,1,-1,0,unknown,yes
24093,33,management,married,tertiary,no,431,yes,no,telephone,27,oct,51,1,-1,0,unknown,no
24094,47,management,divorced,tertiary,no,12026,yes,no,telephone,27,oct,251,1,-1,0,unknown,yes
24095,30,admin.,married,secondary,no,1310,no,no,telephone,27,oct,3284,1,-1,0,unknown,no
24096,39,admin.,married,secondary,no,1757,no,no,telephone,28,oct,125,1,-1,0,unknown,yes
24097,57,technician,married,secondary,no,7554,no,no,telephone,28,oct,141,1,-1,0,unknown,yes
24098,38,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,1,-1,0,unknown,yes
24099,43,management,married,secondary,no,107,yes,yes,telephone,28,oct,135,1,-1,0,unknown,yes
24100,34,technician,married,secondary,no,1012,yes,yes,telephone,28,oct,540,1,-1,0,unknown,yes
24101,31,admin.,married,secondary,no,352,no,no,telephone,28,oct,60,1,-1,0,unknown,no
24102,35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,-1,0,unknown,yes
24103,58,management,divorced,tertiary,no,372,no,yes,unknown,29,oct,11,1,-1,0,unknown,yes
24104,39,blue-collar,single,unknown,no,3912,yes,no,telephone,29,oct,223,1,-1,0,unknown,no
24105,60,blue-collar,married,secondary,no,1801,no,no,telephone,29,oct,167,1,-1,0,unknown,no
24106,59,management,divorced,tertiary,no,258,yes,no,telephone,29,oct,266,1,-1,0,unknown,yes
24107,35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,-1,0,unknown,yes
24108,42,technician,divorced,secondary,no,314,yes,no,unknown,30,oct,234,1,-1,0,unknown,yes
24109,43,retired,married,secondary,no,860,no,no,telephone,30,oct,132,1,-1,0,unknown,yes
24110,36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,246,1,-1,0,unknown,no
24111,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes
24112,35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,1,-1,0,unknown,yes
24113,43,self-employed,married,primary,no,0,yes,no,telephone,30,oct,81,1,-1,0,unknown,no
24114,38,admin.,single,secondary,no,2470,no,no,telephone,31,oct,227,1,-1,0,unknown,yes
24115,39,blue-collar,married,secondary,no,1307,yes,no,telephone,31,oct,158,1,-1,0,unknown,yes
24116,58,retired,divorced,tertiary,no,3237,no,no,telephone,31,oct,615,1,-1,0,unknown,yes
24117,27,management,single,tertiary,no,185,no,no,cellular,31,oct,18,1,-1,0,unknown,no
24118,34,technician,single,secondary,no,1866,no,no,cellular,4,nov,95,1,-1,0,unknown,no
24119,41,services,married,secondary,no,523,yes,yes,telephone,4,nov,5,1,-1,0,unknown,no
24120,60,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,-1,0,unknown,yes
24121,28,management,single,tertiary,no,1335,no,yes,unknown,4,nov,15,1,-1,0,unknown,no
24122,26,technician,single,tertiary,no,172,no,yes,telephone,4,nov,21,1,140,4,other,no
24123,34,entrepreneur,married,tertiary,no,0,yes,no,telephone,4,nov,217,1,-1,0,unknown,no
24124,56,technician,married,secondary,no,6619,yes,no,telephone,4,nov,465,1,-1,0,unknown,yes
24125,34,management,married,tertiary,no,8,yes,no,telephone,5,nov,6,1,-1,0,unknown,no
24126,50,admin.,divorced,secondary,no,237,no,yes,telephone,5,nov,169,1,-1,0,unknown,yes
24127,51,admin.,single,secondary,no,3132,no,no,telephone,5,nov,449,1,176,1,failure,no
24128,26,management,single,tertiary,no,4683,yes,no,telephone,5,nov,5,1,-1,0,unknown,no
24129,31,management,married,tertiary,no,1331,no,no,unknown,5,nov,268,1,-1,0,unknown,yes
24130,37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,1,-1,0,unknown,yes
24131,44,self-employed,married,secondary,no,706,no,no,unknown,5,nov,204,1,-1,0,unknown,yes
24132,59,retired,divorced,secondary,no,1026,no,no,unknown,5,nov,669,1,-1,0,unknown,yes
24133,43,services,married,secondary,no,94,yes,yes,telephone,5,nov,68,1,-1,0,unknown,no
24134,49,management,married,secondary,no,249,no,no,telephone,6,nov,234,1,-1,0,unknown,yes
24135,48,management,divorced,tertiary,no,15,no,no,unknown,6,nov,88,1,-1,0,unknown,no
24136,34,management,married,tertiary,no,1770,yes,no,unknown,6,nov,26,1,101,11,other,no
24137,30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,-1,0,unknown,yes
24138,36,admin.,married,secondary,no,3321,yes,no,telephone,6,nov,132,1,-1,0,unknown,no
24139,31,technician,single,tertiary,no,2807,no,no,unknown,8,nov,154,1,-1,0,unknown,yes
24140,28,unemployed,single,tertiary,no,7,no,no,cellular,8,nov,20,1,-1,0,unknown,no
24141,29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,-1,0,unknown,yes
24142,33,management,single,tertiary,no,1956,no,no,telephone,8,nov,76,1,-1,0,unknown,no
24143,40,blue-collar,married,secondary,no,5060,no,no,unknown,9,nov,299,1,-1,0,unknown,yes
24144,43,admin.,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,unknown,no
24145,38,management,married,tertiary,no,1101,yes,no,telephone,9,nov,43,1,-1,0,unknown,no
24146,33,technician,married,secondary,no,1234,no,no,telephone,9,nov,61,1,-1,0,unknown,no
24147,23,admin.,single,secondary,no,40,no,no,telephone,10,nov,1239,1,-1,0,unknown,no
24148,59,technician,married,tertiary,no,6573,yes,no,telephone,10,nov,4918,1,-1,0,unknown,no
24149,38,management,single,tertiary,no,6490,no,no,telephone,10,nov,125,1,-1,0,unknown,no
24150,31,management,married,tertiary,no,163,yes,yes,telephone,10,nov,107,1,-1,0,unknown,no
24151,33,unemployed,divorced,secondary,no,1005,yes,no,telephone,10,nov,175,1,174,2,failure,no
24152,43,admin.,married,secondary,no,2271,no,no,telephone,10,nov,524,1,-1,0,unknown,yes
24153,40,management,single,secondary,no,9916,no,no,telephone,10,nov,98,1,-1,0,unknown,no
24154,48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,-1,0,unknown,yes
24155,47,technician,married,secondary,no,0,no,no,unknown,11,nov,74,1,-1,0,unknown,no
24156,31,technician,married,secondary,no,585,yes,no,telephone,11,nov,133,1,-1,0,unknown,no
24157,33,unemployed,married,secondary,no,456,no,no,telephone,11,nov,119,1,-1,0,unknown,no
24158,34,management,married,tertiary,no,676,no,no,telephone,11,nov,486,1,-1,0,unknown,yes
24159,28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,-1,0,unknown,yes
24160,34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,114,1,170,3,failure,yes
24161,47,blue-collar,married,secondary,no,1230,yes,no,telephone,12,nov,378,1,-1,0,unknown,yes
24162,22,technician,single,secondary,no,333,no,yes,telephone,12,nov,129,1,-1,0,unknown,no
24163,37,technician,married,secondary,no,1016,yes,yes,telephone,12,nov,24,1,-1,0,unknown,no
24164,26,management,married,tertiary,no,52,no,yes,telephone,12,nov,238,1,-1,0,unknown,no
24165,30,admin.,married,secondary,no,873,yes,no,telephone,12,nov,119,1,167,3,success,no
24166,43,blue-collar,divorced,primary,no,219,no,no,telephone,13,nov,138,1,-1,0,unknown,no
24167,33,admin.,single,secondary,no,206,no,no,telephone,13,nov,168,1,-1,0,unknown,no
24168,40,blue-collar,married,secondary,no,718,yes,yes,telephone,13,nov,72,1,-1,0,unknown,no
24169,59,housemaid,married,tertiary,no,0,no,no,telephone,13,nov,494,1,-1,0,unknown,yes
24170,30,management,single,tertiary,no,1243,yes,no,telephone,13,nov,86,1,174,1,failure,no
24171,32,management,married,tertiary,no,62,yes,no,telephone,13,nov,45,1,-1,0,unknown,no
24172,32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,1,-1,0,unknown,yes
24173,31,entrepreneur,single,secondary,no,0,no,no,telephone,13,nov,160,1,-1,0,unknown,yes
24174,49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
24175,46,unknown,married,unknown,no,677,no,no,unknown,13,nov,722,1,-1,0,unknown,no
24176,27,student,single,secondary,no,67,no,no,telephone,14,nov,239,1,-1,0,unknown,yes
24177,35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,yes
24178,32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes
24179,57,blue-collar,married,unknown,no,3585,no,no,telephone,14,nov,172,1,-1,0,unknown,yes
24180,58,management,married,tertiary,no,4152,yes,no,telephone,14,nov,160,1,-1,0,unknown,yes
24181,35,admin.,single,secondary,no,943,no,no,telephone,14,nov,24,1,-1,0,unknown,no
24182,30,technician,single,secondary,no,816,yes,no,unknown,14,nov,179,1,-1,0,unknown,yes
24183,32,management,married,tertiary,no,937,no,no,unknown,17,nov,76,1,-1,0,unknown,no
24184,44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,nov,81,1,195,2,failure,no
24185,57,blue-collar,married,secondary,no,5270,yes,no,telephone,17,nov,101,1,-1,0,unknown,no
24186,51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,no
24187,51,technician,married,secondary,no,58,yes,no,cellular,17,nov,79,1,129,2,failure,no
24188,58,technician,married,secondary,no,-942,yes,no,cellular,17,nov,131,1,-1,0,unknown,no
24189,44,management,married,tertiary,no,6203,yes,yes,cellular,17,nov,58,1,188,1,failure,no
24190,54,admin.,married,secondary,no,4028,yes,no,cellular,17,nov,146,1,-1,0,unknown,no
24191,57,admin.,married,secondary,no,0,yes,no,telephone,17,nov,92,1,-1,0,unknown,no
24192,53,technician,married,secondary,no,910,no,no,cellular,17,nov,156,1,-1,0,unknown,no
24193,35,technician,married,secondary,no,1577,yes,yes,cellular,17,nov,53,1,-1,0,unknown,no
24194,41,management,married,tertiary,no,7028,no,no,cellular,17,nov,98,1,-1,0,unknown,no
24195,50,entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,238,1,-1,0,unknown,no
24196,37,technician,married,secondary,no,421,yes,yes,cellular,17,nov,85,1,-1,0,unknown,no
24197,46,admin.,married,secondary,no,1252,yes,yes,cellular,17,nov,59,1,-1,0,unknown,no
24198,34,technician,single,secondary,no,105,yes,no,cellular,17,nov,303,1,196,2,failure,no
24199,37,self-employed,married,secondary,no,8230,yes,no,cellular,17,nov,51,1,-1,0,unknown,no
24200,35,management,married,tertiary,no,94,yes,no,unknown,17,nov,108,1,-1,0,unknown,no
24201,49,blue-collar,divorced,primary,no,514,no,no,cellular,17,nov,221,1,-1,0,unknown,no
24202,42,management,married,secondary,no,71,no,no,cellular,17,nov,80,1,-1,0,unknown,no
24203,49,management,married,tertiary,no,1533,no,no,cellular,17,nov,324,1,172,1,failure,no
24204,40,services,divorced,unknown,no,5847,no,no,telephone,17,nov,206,1,-1,0,unknown,no
24205,42,self-employed,married,tertiary,no,4960,no,no,cellular,17,nov,139,1,-1,0,unknown,no
24206,49,retired,married,secondary,no,8648,no,no,cellular,17,nov,527,1,-1,0,unknown,no
24207,47,housemaid,married,tertiary,no,228,yes,no,cellular,17,nov,80,1,118,1,failure,no
24208,40,management,single,secondary,no,1623,yes,no,cellular,17,nov,161,1,167,2,failure,no
24209,36,technician,divorced,secondary,no,3296,yes,no,cellular,17,nov,130,1,-1,0,unknown,no
24210,47,technician,married,tertiary,no,0,no,no,cellular,17,nov,120,1,-1,0,unknown,no
24211,43,technician,divorced,secondary,no,1648,no,no,cellular,17,nov,80,1,-1,0,unknown,no
24212,56,management,married,tertiary,no,6798,yes,no,cellular,17,nov,250,1,-1,0,unknown,no
24213,55,management,married,tertiary,no,1402,yes,no,cellular,17,nov,66,1,-1,0,unknown,no
24214,54,blue-collar,married,primary,no,69,no,no,cellular,17,nov,71,1,-1,0,unknown,no
24215,33,services,single,secondary,no,200,yes,no,cellular,17,nov,252,1,-1,0,unknown,no
24216,56,management,married,tertiary,no,5282,no,no,cellular,17,nov,113,1,-1,0,unknown,no
24217,52,management,married,primary,no,0,yes,yes,cellular,17,nov,121,1,-1,0,unknown,no
24218,45,self-employed,married,tertiary,no,582,no,no,cellular,17,nov,148,1,-1,0,unknown,no
24219,51,technician,married,secondary,no,195,yes,no,cellular,17,nov,78,1,-1,0,unknown,no
24220,57,management,married,secondary,no,7162,no,no,cellular,17,nov,83,1,-1,0,unknown,no
24221,57,management,married,tertiary,no,1636,no,no,cellular,17,nov,123,1,-1,0,unknown,no
24222,58,retired,married,secondary,no,425,yes,yes,cellular,17,nov,100,1,-1,0,unknown,no
24223,55,entrepreneur,married,primary,no,199,no,no,cellular,17,nov,176,1,-1,0,unknown,no
24224,45,management,married,tertiary,no,1323,yes,no,cellular,17,nov,550,1,-1,0,unknown,no
24225,48,management,married,tertiary,no,3419,yes,no,cellular,17,nov,75,1,-1,0,unknown,no
24226,55,retired,married,secondary,no,103,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no
24227,47,management,married,tertiary,no,1028,no,yes,cellular,17,nov,55,1,-1,0,unknown,no
24228,48,management,divorced,secondary,no,17,yes,no,cellular,17,nov,195,1,-1,0,unknown,no
24229,39,admin.,married,secondary,no,2598,no,no,cellular,17,nov,123,1,-1,0,unknown,no
24230,47,blue-collar,married,secondary,no,1484,no,no,cellular,17,nov,297,1,119,3,failure,no
24231,40,self-employed,single,tertiary,no,1693,yes,no,cellular,17,nov,353,1,-1,0,unknown,no
24232,37,management,single,tertiary,no,411,yes,yes,cellular,17,nov,142,1,-1,0,unknown,no
24233,50,management,married,tertiary,no,4278,no,no,cellular,17,nov,53,1,-1,0,unknown,no
24234,38,management,married,tertiary,no,494,no,no,cellular,17,nov,146,1,104,2,other,no
24235,59,admin.,married,secondary,no,231,no,yes,cellular,17,nov,59,1,-1,0,unknown,no
24236,54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,2,failure,no
24237,32,management,married,tertiary,no,2516,no,no,cellular,17,nov,595,1,-1,0,unknown,no
24238,52,management,married,tertiary,no,1701,yes,yes,cellular,17,nov,381,1,117,2,other,no
24239,48,admin.,divorced,secondary,no,295,yes,no,cellular,17,nov,123,1,164,2,success,no
24240,52,admin.,married,secondary,no,1274,yes,no,cellular,17,nov,74,1,-1,0,unknown,no
24241,57,admin.,divorced,secondary,no,1878,yes,no,cellular,17,nov,219,1,-1,0,unknown,no
24242,43,services,married,secondary,no,3305,yes,no,cellular,17,nov,387,1,-1,0,unknown,no
24243,45,technician,married,secondary,no,1,yes,no,cellular,17,nov,433,1,-1,0,unknown,no
24244,30,management,single,secondary,no,2785,no,yes,cellular,17,nov,548,1,-1,0,unknown,no
24245,46,management,married,primary,no,-292,yes,no,telephone,17,nov,100,1,-1,0,unknown,no
24246,40,management,married,tertiary,no,8969,yes,no,cellular,17,nov,153,1,-1,0,unknown,no
24247,52,management,married,tertiary,no,2901,no,no,cellular,17,nov,223,2,-1,0,unknown,no
24248,53,technician,married,secondary,no,65,no,no,cellular,17,nov,178,1,-1,0,unknown,no
24249,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
24250,45,technician,married,secondary,no,1477,yes,no,cellular,17,nov,75,1,132,1,failure,no
24251,54,technician,married,secondary,no,465,yes,yes,cellular,17,nov,92,1,-1,0,unknown,no
24252,49,services,married,secondary,no,0,yes,no,telephone,17,nov,96,1,-1,0,unknown,no
24253,39,admin.,married,secondary,no,401,yes,no,cellular,17,nov,396,1,129,2,failure,no
24254,39,blue-collar,married,primary,no,3324,no,no,cellular,17,nov,96,1,131,1,failure,no
24255,54,blue-collar,married,primary,no,2440,no,yes,cellular,17,nov,334,1,-1,0,unknown,no
24256,57,technician,married,tertiary,no,0,yes,yes,cellular,17,nov,142,1,-1,0,unknown,no
24257,37,management,married,tertiary,yes,0,no,no,cellular,17,nov,44,1,123,2,failure,no
24258,42,housemaid,married,secondary,no,477,yes,yes,cellular,17,nov,231,2,-1,0,unknown,no
24259,39,entrepreneur,married,tertiary,no,1654,no,no,cellular,17,nov,376,1,-1,0,unknown,no
24260,57,housemaid,married,secondary,no,0,no,no,cellular,17,nov,56,1,-1,0,unknown,no
24261,48,technician,married,primary,no,4656,no,no,cellular,17,nov,44,1,-1,0,unknown,no
24262,46,management,married,tertiary,no,191,yes,no,cellular,17,nov,58,1,-1,0,unknown,no
24263,39,blue-collar,married,primary,no,108,no,no,cellular,17,nov,265,1,-1,0,unknown,no
24264,49,management,married,tertiary,no,64,no,no,cellular,17,nov,208,1,159,1,success,no
24265,58,admin.,married,unknown,no,0,yes,no,cellular,17,nov,219,1,186,2,failure,no
24266,43,technician,married,secondary,no,1865,yes,no,cellular,17,nov,155,1,186,1,failure,no
24267,48,technician,married,secondary,no,17,yes,yes,cellular,17,nov,81,1,-1,0,unknown,no
24268,44,management,married,tertiary,no,1034,no,no,cellular,17,nov,73,1,-1,0,unknown,no
24269,49,technician,divorced,secondary,no,7,yes,yes,cellular,17,nov,50,1,-1,0,unknown,no
24270,37,management,married,secondary,no,5447,yes,yes,cellular,17,nov,1789,1,-1,0,unknown,yes
24271,44,technician,divorced,secondary,no,275,no,no,cellular,17,nov,1077,1,-1,0,unknown,yes
24272,40,technician,married,secondary,no,17,no,no,telephone,17,nov,192,1,-1,0,unknown,no
24273,43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown,no
24274,57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,564,1,-1,0,unknown,yes
24275,34,blue-collar,married,secondary,no,751,yes,yes,cellular,17,nov,1303,1,-1,0,unknown,yes
24276,31,entrepreneur,single,tertiary,no,1454,no,no,cellular,17,nov,377,1,-1,0,unknown,no
24277,58,management,married,tertiary,no,2764,no,no,cellular,17,nov,235,1,-1,0,unknown,no
24278,30,management,married,tertiary,no,5381,no,no,cellular,17,nov,375,1,-1,0,unknown,no
24279,50,entrepreneur,married,secondary,no,0,yes,yes,cellular,17,nov,344,1,-1,0,unknown,no
24280,57,retired,married,secondary,no,1749,no,no,cellular,17,nov,288,2,-1,0,unknown,no
24281,40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no
24282,39,management,married,secondary,no,313,yes,no,cellular,17,nov,125,1,-1,0,unknown,no
24283,33,admin.,married,secondary,no,0,yes,no,cellular,17,nov,78,1,-1,0,unknown,no
24284,41,management,married,tertiary,no,1272,yes,no,cellular,17,nov,214,1,-1,0,unknown,no
24285,38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,no
24286,46,admin.,divorced,secondary,no,-60,no,no,cellular,17,nov,117,1,-1,0,unknown,no
24287,59,technician,single,secondary,no,6284,yes,no,cellular,17,nov,41,1,-1,0,unknown,no
24288,44,admin.,divorced,secondary,no,0,no,no,cellular,17,nov,57,1,-1,0,unknown,no
24289,57,technician,married,secondary,no,1469,yes,no,cellular,17,nov,364,1,-1,0,unknown,no
24290,49,entrepreneur,married,secondary,no,2655,no,no,cellular,17,nov,63,1,-1,0,unknown,no
24291,57,admin.,married,primary,no,1694,yes,no,telephone,17,nov,378,1,-1,0,unknown,no
24292,51,technician,married,tertiary,no,0,no,no,telephone,17,nov,81,1,-1,0,unknown,no
24293,58,entrepreneur,married,secondary,no,318,yes,no,cellular,17,nov,430,1,-1,0,unknown,no
24294,48,blue-collar,married,primary,no,0,no,yes,cellular,17,nov,479,1,-1,0,unknown,no
